id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
696,Casa,99.3,4,1,54.0,Average,A,0,8,0,14.2,1927.74,1,2,3,4,1,0,11,1,69.3,Invierno,5.1,491.0,1,16,0.75,368.25,45.4,Moderate,1,4,True,False,False,True,False
697,Departamento,54.5,1,2,46.0,Poor,E,0,2,0,14.1,736.86,0,1,2,2,1,0,6,1,63.2,Verano,29.6,376.76,1,18,0.75,282.57,15.8,Inefficient,0,0,True,False,False,False,True
698,Casa,114.3,1,1,16.0,Poor,E,0,2,0,13.3,1156.2,0,1,3,2,1,0,7,1,91.3,Primavera,18.3,268.75,1,19,0.75,201.5625,17.2,Inefficient,0,0,False,False,False,False,True
699,Casa,172.3,5,4,27.0,Excellent,B,0,3,0,16.0,3351.15,1,1,2,4,1,0,9,1,57.0,Otoño,11.7,707.59,1,19,0.75,530.6925,40.1,Moderate,3,3,False,False,False,False,False
700,Departamento,57.9,1,1,20.0,Average,D,0,1,0,16.2,1090.55,2,1,0,0,1,0,4,1,43.9,Primavera,17.5,320.29,1,20,0.75,240.21750000000003,13.5,Inefficient,1,1,False,False,False,False,True
701,Casa,78.6,1,1,42.0,Poor,E,0,2,0,8.0,1242.79,1,1,1,2,1,0,6,0,60.5,Otoño,17.1,183.73,1,18,0.75,137.7975,19.6,Inefficient,0,0,False,False,True,False,True
702,Pequeño Comercio,44.0,2,2,49.0,Good,E,1,2,0,16.6,537.96,1,2,0,1,0,0,4,1,69.3,Otoño,15.1,162.18,1,22,0.75,121.635,66.2,Efficient,2,0,True,False,False,True,False
703,Departamento,69.1,2,1,40.0,Poor,E,0,1,0,10.1,2212.74,2,1,0,1,1,0,5,0,56.0,Verano,25.8,579.24,1,21,0.75,434.43,0.0,Inefficient,0,0,False,False,True,False,False
704,Casa,154.3,2,1,30.0,Good,E,0,1,0,8.5,3229.07,1,1,0,0,1,1,4,1,68.5,Verano,25.8,285.54,1,19,0.75,214.15500000000003,40.4,Moderate,2,0,False,False,False,False,True
705,Casa,115.4,3,4,54.0,Excellent,E,0,2,0,13.3,724.05,1,1,2,1,1,0,6,1,66.7,Verano,23.6,456.43,1,17,0.75,342.3225,39.7,Moderate,3,0,True,False,False,False,True
706,Casa,147.1,4,1,65.0,Poor,E,0,2,0,20.5,1263.94,0,1,0,4,1,0,6,1,57.4,Verano,23.2,858.63,1,20,0.75,643.9725,0.0,Inefficient,0,0,True,False,False,False,False
707,Casa,98.3,2,1,18.0,Excellent,A,0,1,0,11.6,650.53,0,1,1,1,1,0,4,1,56.6,Otoño,17.9,412.29,1,18,0.75,309.21750000000003,31.2,Moderate,3,4,False,False,False,False,False
708,Departamento,65.8,1,2,39.0,Good,B,0,1,1,19.9,1692.75,1,1,1,1,1,0,5,1,61.9,Verano,23.1,575.65,1,17,0.75,431.7375,25.6,Moderate,2,3,True,False,False,False,True
709,Casa,166.6,2,1,16.0,Excellent,E,0,2,0,10.1,1867.87,3,1,2,0,1,1,8,1,69.5,Primavera,12.5,304.81,1,18,0.75,228.6075,43.4,Moderate,3,0,False,False,False,False,True
710,Casa,66.2,1,1,20.0,Poor,C,1,1,1,18.8,1330.21,1,1,0,2,1,0,5,1,63.7,Primavera,13.9,195.48,1,20,0.75,146.61,30.2,Moderate,0,2,False,False,False,False,True
711,Departamento,131.2,3,2,29.0,Good,E,0,6,0,15.1,2668.21,0,1,3,5,1,1,11,1,56.4,Primavera,21.1,546.16,1,19,0.75,409.62,35.8,Moderate,2,0,False,False,False,True,False
712,Departamento,43.9,1,1,10.0,Good,E,0,1,0,13.0,757.57,0,2,2,1,1,0,6,0,91.4,Verano,28.1,421.69,1,15,0.75,316.2675,10.5,Inefficient,2,0,False,False,True,False,False
713,Departamento,59.7,3,1,63.0,Poor,E,0,5,1,21.1,377.13,0,2,5,5,1,0,13,1,39.8,Primavera,18.4,1019.34,1,19,0.75,764.505,4.7,Inefficient,0,0,True,False,False,False,True
714,Departamento,79.6,4,1,14.0,Good,B,0,1,1,20.7,739.17,0,1,0,2,1,1,5,1,81.5,Invierno,5.2,503.96,1,17,0.75,377.97,24.2,Inefficient,2,3,False,False,False,False,True
715,Casa,46.0,1,1,11.0,Poor,A,0,1,1,13.9,1162.16,0,2,2,1,1,0,6,1,59.0,Otoño,14.9,294.99,1,22,0.75,221.2425,37.8,Moderate,0,4,False,False,False,True,False
716,Casa,157.1,5,2,73.0,Poor,E,0,6,1,24.0,1177.28,0,1,1,8,1,1,12,1,47.8,Primavera,17.1,950.09,1,19,0.75,712.5675,18.2,Inefficient,0,0,True,False,False,False,True
717,Departamento,91.7,2,1,52.0,Excellent,C,0,1,1,19.8,2586.28,1,1,0,2,1,1,6,1,52.6,Invierno,9.2,431.12,1,21,0.75,323.34000000000003,19.4,Inefficient,3,2,True,False,False,False,True
718,Casa,72.9,3,1,35.0,Average,C,0,3,1,20.8,538.43,1,2,5,1,1,0,10,0,55.1,Otoño,15.3,669.58,1,18,0.75,502.18500000000006,17.8,Inefficient,1,2,False,False,True,False,True
719,Casa,84.0,1,1,28.0,Good,A,0,1,0,19.0,926.28,1,1,1,0,1,0,4,1,52.6,Invierno,9.0,409.03,1,19,0.75,306.7725,36.1,Moderate,2,4,False,False,False,True,False
720,Departamento,70.3,1,1,8.0,Poor,A,0,5,0,8.0,251.58,0,2,3,8,1,0,14,1,79.3,Invierno,5.6,508.4,1,19,0.75,381.3,40.0,Moderate,0,4,False,False,False,False,True
721,Casa,146.1,1,1,5.0,Excellent,A,1,1,1,17.7,1426.51,1,1,1,2,1,0,6,1,93.7,Invierno,10.3,312.04,1,19,0.75,234.03000000000003,76.7,Efficient,3,4,False,False,False,False,True
722,Departamento,102.2,5,1,28.0,Poor,B,0,6,0,8.0,939.4,0,2,8,6,1,0,17,1,87.1,Otoño,16.8,788.2,1,20,0.75,591.1500000000001,26.4,Moderate,0,3,False,False,False,False,False
723,Departamento,51.1,3,2,15.0,Average,D,0,2,0,17.9,2414.94,2,2,1,4,1,0,10,1,92.2,Verano,32.1,1247.8,1,21,0.75,935.85,0.0,Inefficient,1,1,False,False,False,False,False
724,Casa,169.2,5,5,24.0,Average,E,0,7,0,10.7,2275.76,1,1,1,6,1,1,11,1,76.2,Invierno,6.1,481.7,1,17,0.75,361.275,29.5,Moderate,1,0,False,False,False,False,True
725,Casa,102.5,1,1,37.0,Excellent,E,0,1,0,13.4,1798.62,1,1,3,1,1,0,7,1,65.2,Primavera,17.3,459.21,1,20,0.75,344.4075,9.3,Inefficient,3,0,True,False,False,False,False
726,Casa,218.8,8,3,61.0,Excellent,A,0,5,0,12.7,2475.46,2,1,6,4,1,1,15,0,53.6,Otoño,16.8,551.98,1,16,0.75,413.985,67.8,Efficient,3,4,False,False,True,False,True
727,Departamento,51.9,2,4,60.0,Poor,C,0,1,0,9.7,1613.17,0,1,1,0,1,0,3,1,53.2,Primavera,15.9,190.1,1,18,0.75,142.575,22.9,Inefficient,0,2,True,False,False,False,True
728,Casa,129.5,7,2,20.0,Good,B,0,7,1,19.7,2087.08,1,1,2,7,1,0,12,1,66.6,Verano,23.2,938.92,1,20,0.75,704.1899999999999,57.7,Efficient,2,3,False,False,False,False,True
729,Casa,128.1,4,2,23.0,Excellent,A,0,6,1,18.8,1330.21,5,1,7,10,1,0,24,1,83.2,Otoño,12.9,1112.36,1,17,0.75,834.27,65.8,Efficient,3,4,False,False,False,False,True
730,Casa,93.3,3,1,20.0,Good,B,0,1,1,23.9,739.32,0,1,0,1,1,0,3,1,65.1,Verano,24.5,409.19,1,21,0.75,306.8925,36.8,Moderate,2,3,False,False,False,False,True
731,Casa,91.9,1,2,21.0,Excellent,B,0,2,1,17.7,2627.04,2,1,1,3,1,0,8,1,82.3,Otoño,14.7,346.36,1,22,0.75,259.77,60.6,Efficient,3,3,False,False,False,False,True
732,Departamento,83.3,2,2,9.0,Good,A,0,2,1,16.9,452.48,1,2,1,4,1,0,9,1,76.5,Primavera,19.5,508.72,1,16,0.75,381.54,49.9,Moderate,2,4,False,False,False,False,True
733,Pequeño Comercio,86.2,1,2,31.0,Poor,E,0,2,0,13.1,1330.21,1,2,1,1,0,0,5,1,67.9,Verano,27.1,560.5,1,18,0.75,420.375,11.3,Inefficient,0,0,True,False,False,False,False
734,Casa,50.2,2,2,18.0,Good,B,0,4,0,11.4,351.86,0,2,5,4,1,0,12,1,71.2,Otoño,9.3,371.11,1,19,0.75,278.3325,64.0,Efficient,2,3,False,False,False,True,False
735,Departamento,59.3,2,2,14.0,Average,B,0,4,1,19.8,776.6,1,1,1,3,1,0,7,1,79.0,Invierno,10.5,794.48,1,17,0.75,595.86,49.5,Moderate,1,3,False,False,False,True,False
736,Casa,57.8,2,2,27.0,Excellent,A,0,2,0,13.4,1330.21,0,1,2,2,1,0,6,1,57.0,Otoño,11.8,292.5,1,19,0.75,219.375,76.9,Efficient,3,4,False,False,False,False,True
737,Departamento,103.9,3,1,27.0,Poor,C,0,2,0,10.0,1894.63,0,1,0,3,1,0,5,1,49.4,Invierno,10.3,339.43,1,18,0.75,254.5725,35.8,Moderate,0,2,False,False,False,True,False
738,Casa,171.9,7,2,43.0,Excellent,D,0,4,0,12.9,1122.79,1,1,4,2,1,1,10,1,44.6,Otoño,15.5,364.81,1,21,0.75,273.6075,55.0,Efficient,3,1,True,False,False,True,False
739,Casa,209.7,6,4,7.0,Good,A,0,5,0,13.9,2811.76,5,1,1,6,1,0,14,1,84.2,Primavera,21.3,492.16,1,17,0.75,369.12,80.0,Efficient,2,4,False,False,False,True,False
740,Departamento,79.3,1,1,17.0,Good,E,0,1,0,9.6,1757.83,0,2,1,0,1,0,4,1,85.2,Otoño,11.9,172.29,1,17,0.75,129.2175,22.3,Inefficient,2,0,False,False,False,False,False
741,Casa,114.7,6,4,15.0,Excellent,A,1,5,0,12.0,6333.7,0,2,3,2,1,1,9,0,95.1,Invierno,9.2,350.63,1,19,0.75,262.9725,89.1,Efficient,3,4,False,False,True,False,False
742,Casa,109.7,3,2,10.0,Poor,A,0,3,0,12.5,1843.57,1,1,0,1,1,0,4,1,80.4,Invierno,7.0,656.65,1,18,0.75,492.4875,31.4,Moderate,0,4,False,False,False,False,False
743,Casa,146.2,6,1,30.0,Poor,A,1,3,0,11.3,1470.81,2,1,6,4,1,0,14,1,67.4,Otoño,13.1,284.29,1,16,0.75,213.21750000000003,65.5,Efficient,0,4,False,False,False,True,False
744,Departamento,46.9,3,2,28.0,Excellent,A,0,2,0,15.1,1019.5,1,1,0,3,1,1,7,0,61.6,Otoño,22.6,286.01,1,17,0.75,214.5075,73.3,Efficient,3,4,False,False,True,False,True
745,Pequeño Comercio,94.8,4,2,17.0,Good,E,0,7,0,11.0,2687.26,4,3,4,5,0,1,17,1,69.8,Verano,31.8,922.97,1,18,0.75,692.2275,46.6,Moderate,2,0,False,False,False,False,True
746,Departamento,30.0,1,1,7.0,Excellent,A,0,1,0,12.2,277.31,1,1,3,0,1,0,6,1,68.1,Otoño,14.6,294.63,1,21,0.75,220.9725,55.8,Efficient,3,4,False,False,False,False,True
747,Casa,141.2,3,1,46.0,Average,B,0,2,0,11.8,1568.46,3,1,2,0,1,0,7,1,57.5,Otoño,11.2,582.39,1,21,0.75,436.7925,24.5,Inefficient,1,3,True,False,False,False,False
748,Departamento,65.6,4,3,24.0,Good,A,0,2,0,12.6,2107.49,1,1,1,2,1,1,7,1,71.7,Verano,24.2,254.11,1,20,0.75,190.5825,71.8,Efficient,2,4,False,False,False,True,False
749,Departamento,103.7,2,5,47.0,Poor,D,0,3,0,13.3,4505.36,1,1,3,0,1,0,6,1,49.8,Otoño,12.5,345.2,1,19,0.75,258.9,41.3,Moderate,0,1,True,False,False,True,False
750,Casa,192.9,8,5,24.0,Excellent,D,0,8,1,24.0,2095.02,1,2,11,7,1,0,22,1,66.5,Verano,29.9,1997.9,1,18,0.75,1498.4250000000002,46.2,Moderate,3,1,False,False,False,False,True
751,Casa,91.1,2,1,38.0,Good,D,0,1,1,17.5,708.93,0,1,2,2,1,0,6,1,48.8,Invierno,4.7,204.65,1,18,0.75,153.4875,39.5,Moderate,2,1,True,False,False,True,False
752,Departamento,72.5,2,1,30.0,Good,D,0,2,0,8.6,1395.5,0,1,2,1,1,0,5,1,59.9,Invierno,7.7,370.8,1,20,0.75,278.1,35.0,Moderate,2,1,False,False,False,False,False
753,Departamento,92.5,3,3,55.0,Poor,D,0,2,1,19.4,812.01,2,1,1,5,1,0,10,1,47.4,Verano,27.9,640.2,1,17,0.75,480.15,10.3,Inefficient,0,1,True,False,False,True,False
754,Casa,123.9,2,1,34.0,Good,E,0,2,0,14.0,1095.77,0,1,1,2,1,0,5,1,80.3,Invierno,2.4,570.41,1,16,0.75,427.8075,23.1,Inefficient,2,0,True,False,False,False,False
755,Pequeño Comercio,266.6,4,3,19.0,Excellent,C,0,6,0,12.5,1982.08,2,3,3,7,0,0,15,0,75.4,Verano,24.7,608.45,1,17,0.75,456.3375,52.9,Efficient,3,2,False,False,True,False,True
756,Casa,147.8,6,3,15.0,Poor,B,1,8,0,18.6,1091.27,1,2,5,10,1,0,19,1,78.5,Verano,32.0,710.65,1,21,0.75,532.9875,41.1,Moderate,0,3,False,False,False,False,False
757,Casa,176.6,8,4,40.0,Excellent,C,0,8,0,15.5,1795.14,3,1,5,6,1,1,17,1,52.4,Invierno,7.7,1031.06,1,17,0.75,773.295,51.9,Moderate,3,2,True,False,False,False,True
758,Departamento,97.0,2,1,42.0,Poor,D,0,3,0,10.6,1003.89,3,1,1,3,1,1,10,1,66.7,Primavera,13.6,243.98,1,18,0.75,182.985,24.4,Inefficient,0,1,True,False,False,False,True
759,Casa,131.8,5,2,27.0,Poor,E,0,7,0,12.4,1299.88,1,2,3,3,1,0,10,1,72.6,Invierno,11.6,983.49,1,20,0.75,737.6175000000001,27.6,Moderate,0,0,False,False,False,False,True
760,Pequeño Comercio,119.0,2,2,40.0,Excellent,E,0,4,0,8.0,1339.02,0,2,4,1,0,0,7,0,70.3,Otoño,12.0,178.29,1,19,0.75,133.7175,52.2,Moderate,3,0,False,False,True,True,False
761,Departamento,68.4,1,2,17.0,Good,B,0,2,1,16.7,1399.22,0,2,2,3,1,0,8,1,76.1,Primavera,17.4,280.78,1,20,0.75,210.585,60.5,Efficient,2,3,False,False,False,True,False
762,Departamento,159.5,8,5,25.0,Good,B,0,7,0,16.6,1916.73,0,1,8,9,1,1,20,1,75.6,Verano,28.6,1132.92,1,18,0.75,849.69,52.5,Moderate,2,3,False,False,False,False,True
763,Casa,116.2,1,1,5.0,Good,C,0,1,1,17.4,2266.31,2,1,1,1,1,0,6,0,73.9,Primavera,22.1,474.72,1,17,0.75,356.04,21.5,Inefficient,2,2,False,False,True,False,True
764,Casa,88.5,3,1,8.0,Good,C,0,6,1,17.8,2024.86,2,1,5,3,1,0,12,1,57.7,Primavera,15.3,938.58,1,21,0.75,703.9350000000001,47.4,Moderate,2,2,False,False,False,True,False
765,Departamento,51.1,2,1,44.0,Excellent,E,0,5,0,11.2,276.25,0,2,5,4,1,0,12,1,63.6,Otoño,11.1,948.5,1,21,0.75,711.375,43.2,Moderate,3,0,True,False,False,False,False
766,Casa,137.7,2,1,30.0,Good,A,0,1,1,18.2,2140.15,3,1,1,1,1,0,7,1,55.2,Primavera,22.4,574.95,1,19,0.75,431.2125,29.9,Moderate,2,4,False,False,False,False,False
767,Casa,168.2,4,1,39.0,Good,B,0,3,0,11.4,1857.15,0,1,2,5,1,0,9,1,57.4,Primavera,16.8,316.32,1,16,0.75,237.24,56.2,Efficient,2,3,True,False,False,True,False
768,Departamento,109.4,3,1,16.0,Excellent,B,0,1,0,13.8,3236.73,0,1,0,0,1,0,2,1,78.2,Otoño,14.2,213.96,1,22,0.75,160.47,68.7,Efficient,3,3,False,False,False,False,True
769,Casa,130.9,8,5,18.0,Poor,B,1,6,0,13.9,2326.34,2,2,3,4,1,0,12,1,82.2,Verano,31.9,298.22,1,17,0.75,223.665,53.4,Efficient,0,3,False,False,False,False,True
770,Departamento,63.2,1,3,28.0,Excellent,B,0,2,0,8.6,1151.88,0,1,3,1,1,0,6,1,70.9,Invierno,1.4,197.21,1,18,0.75,147.9075,74.6,Efficient,3,3,False,False,False,True,False
771,Departamento,32.2,2,1,17.0,Excellent,A,0,6,0,10.8,1040.59,1,1,2,12,1,0,17,1,71.4,Invierno,7.7,436.23,1,12,0.75,327.1725,87.2,Efficient,3,4,False,False,False,True,False
772,Departamento,103.0,2,1,7.0,Excellent,C,0,1,0,12.5,2795.09,3,2,1,0,1,1,8,1,85.5,Primavera,22.0,176.79,1,16,0.75,132.5925,73.4,Efficient,3,2,False,False,False,True,False
773,Casa,217.4,6,4,22.0,Good,C,0,6,1,24.0,2975.71,3,2,1,8,1,0,15,1,77.9,Otoño,15.9,1271.3,1,17,0.75,953.475,41.9,Moderate,2,2,False,False,False,False,True
774,Departamento,79.7,2,4,10.0,Excellent,C,0,1,1,20.5,1549.27,2,1,2,2,1,0,8,1,75.1,Otoño,10.0,229.41,1,19,0.75,172.0575,54.6,Efficient,3,2,False,False,False,True,False
775,Casa,116.3,5,1,33.0,Poor,E,0,7,0,10.4,1236.91,1,2,7,5,1,1,17,1,56.5,Primavera,22.3,568.7,1,20,0.75,426.525,11.1,Inefficient,0,0,True,False,False,False,True
776,Departamento,64.3,1,1,38.0,Excellent,B,0,2,0,10.9,604.63,0,2,2,2,1,0,7,1,51.6,Verano,31.2,502.93,1,22,0.75,377.1975,42.4,Moderate,3,3,True,False,False,False,False
777,Casa,105.1,1,1,17.0,Good,B,0,1,0,13.5,1401.57,1,1,2,1,1,0,6,1,74.7,Otoño,15.4,323.94,1,17,0.75,242.955,40.2,Moderate,2,3,False,False,False,False,True
778,Casa,103.5,2,2,29.0,Poor,E,0,4,0,8.0,445.34,0,2,3,4,1,0,10,1,57.7,Primavera,19.2,298.08,1,18,0.75,223.56,16.3,Inefficient,0,0,False,False,False,False,True
779,Pequeño Comercio,243.8,6,3,9.0,Good,A,0,8,0,12.1,5492.23,0,3,7,8,0,1,19,1,92.6,Otoño,14.4,482.86,1,22,0.75,362.145,72.3,Efficient,2,4,False,True,False,True,False
780,Departamento,45.2,1,1,44.0,Average,A,0,2,0,8.6,559.85,2,1,1,2,1,0,7,1,64.2,Primavera,20.7,310.56,1,18,0.75,232.92,48.4,Moderate,1,4,True,False,False,False,False
781,Departamento,102.8,4,5,30.0,Good,A,0,3,1,19.1,1777.95,0,2,1,3,1,0,7,1,71.7,Verano,24.1,522.03,1,19,0.75,391.5225,57.8,Efficient,2,4,False,False,False,False,False
782,Departamento,42.1,1,1,39.0,Average,B,0,1,0,14.7,959.36,0,1,0,0,1,1,3,1,66.4,Primavera,16.8,172.02,1,17,0.75,129.015,47.2,Moderate,1,3,True,False,False,False,True
783,Pequeño Comercio,47.5,1,1,30.0,Excellent,A,0,3,0,10.0,692.2,1,2,2,0,0,0,5,0,54.7,Verano,31.1,242.6,1,21,0.75,181.95,79.5,Efficient,3,4,False,False,True,True,False
784,Departamento,50.6,1,2,19.0,Excellent,C,0,1,0,14.1,1183.28,0,1,1,3,1,0,6,1,66.8,Verano,33.6,136.98,1,18,0.75,102.735,71.3,Efficient,3,2,False,False,False,True,False
785,Departamento,96.7,2,1,32.0,Poor,E,0,3,0,11.0,1838.28,0,1,2,0,1,0,4,1,69.5,Primavera,19.7,213.27,1,17,0.75,159.9525,16.6,Inefficient,0,0,True,False,False,False,True
786,Casa,159.7,2,4,37.0,Average,E,0,2,1,19.3,2551.0,3,1,4,3,1,0,12,1,51.2,Invierno,11.4,711.15,1,20,0.75,533.3625,0.0,Inefficient,1,0,True,False,False,False,True
787,Casa,61.2,1,1,63.0,Poor,A,0,1,1,21.8,894.24,1,2,0,1,1,0,5,1,43.9,Primavera,21.1,584.95,1,19,0.75,438.7125,0.0,Inefficient,0,4,True,False,False,False,False
788,Casa,128.5,3,1,24.0,Poor,E,0,4,1,19.9,2244.6,1,1,5,6,1,0,14,1,72.5,Otoño,16.0,837.45,1,18,0.75,628.0875000000001,21.5,Inefficient,0,0,False,False,False,False,True
789,Casa,61.6,1,3,18.0,Good,A,0,1,0,13.0,819.46,0,1,0,0,1,0,2,1,51.1,Otoño,14.1,182.16,1,21,0.75,136.62,50.9,Moderate,2,4,False,False,False,False,True
790,Casa,120.3,4,2,15.0,Good,B,0,8,1,17.3,5192.15,1,2,3,4,1,1,12,1,73.5,Invierno,4.1,781.94,1,19,0.75,586.455,67.6,Efficient,2,3,False,True,False,True,False
791,Casa,116.6,3,1,26.0,Average,B,0,4,0,10.2,1302.91,0,1,1,2,1,0,5,1,74.4,Invierno,11.7,450.38,1,17,0.75,337.785,48.8,Moderate,1,3,False,False,False,True,False
792,Casa,175.4,6,4,38.0,Poor,C,0,8,1,21.5,956.02,0,1,2,5,1,0,9,0,67.1,Otoño,14.3,1076.73,1,16,0.75,807.5475,41.0,Moderate,0,2,False,False,True,True,False
793,Departamento,85.9,3,3,42.0,Excellent,E,0,3,1,22.4,1442.83,1,2,2,3,1,0,9,1,75.4,Verano,26.6,799.3,1,23,0.75,599.4749999999999,47.6,Moderate,3,0,True,False,False,False,True
794,Casa,263.7,8,5,57.0,Average,D,0,5,0,13.3,3423.55,5,1,4,4,1,0,15,1,66.7,Primavera,18.8,642.03,1,17,0.75,481.5225,34.6,Moderate,1,1,True,False,False,False,True
795,Departamento,75.6,1,2,14.0,Good,B,0,1,1,23.7,2805.58,0,1,0,2,1,0,4,1,77.4,Invierno,10.6,487.76,1,17,0.75,365.82,43.3,Moderate,2,3,False,False,False,True,False
796,Departamento,90.1,1,1,43.0,Average,A,0,5,0,10.7,988.12,0,2,6,3,1,0,12,1,59.6,Verano,27.4,385.83,1,16,0.75,289.3725,43.3,Moderate,1,4,True,False,False,False,True
797,Departamento,51.9,1,1,66.0,Average,E,0,1,0,10.6,806.47,1,1,1,2,1,0,6,1,35.1,Invierno,7.9,203.13,1,15,0.75,152.3475,30.1,Moderate,1,0,True,False,False,True,False
798,Casa,131.0,3,2,54.0,Poor,D,0,1,0,10.5,2242.64,0,1,0,0,1,0,2,1,56.3,Primavera,24.8,132.39,1,20,0.75,99.2925,12.0,Inefficient,0,1,True,False,False,False,True
799,Departamento,117.0,5,1,41.0,Excellent,D,0,7,1,19.7,2212.37,2,1,7,5,1,1,17,1,66.7,Otoño,15.7,856.0,1,21,0.75,642.0,49.8,Moderate,3,1,True,False,False,False,True
800,Departamento,50.4,1,1,29.0,Average,B,0,1,0,11.1,686.04,0,1,1,0,1,0,3,0,67.8,Verano,28.7,118.95,1,16,0.75,89.2125,53.3,Efficient,1,3,False,False,True,True,False
801,Casa,161.5,4,4,17.0,Poor,B,0,2,0,8.0,991.18,2,2,1,2,1,0,8,1,66.7,Primavera,17.2,188.44,1,17,0.75,141.32999999999998,40.9,Moderate,0,3,False,False,False,True,False
802,Departamento,53.3,1,1,32.0,Average,B,0,1,1,23.1,533.86,1,2,1,2,1,0,7,1,35.7,Invierno,5.5,276.47,1,21,0.75,207.3525,24.8,Inefficient,1,3,True,False,False,True,False
803,Casa,72.3,5,2,17.0,Excellent,B,0,1,1,22.8,1537.63,0,1,1,2,1,0,5,0,65.2,Invierno,4.1,892.63,1,18,0.75,669.4725,15.8,Inefficient,3,3,False,False,True,False,False
804,Casa,134.2,3,1,35.0,Poor,E,0,5,0,17.4,1166.62,2,2,2,6,1,0,13,1,61.7,Verano,31.9,1192.32,1,17,0.75,894.24,0.0,Inefficient,0,0,True,False,False,False,False
805,Casa,61.8,2,1,18.0,Good,C,0,1,1,20.0,2038.15,0,1,0,4,1,0,6,0,94.2,Otoño,19.5,354.47,1,14,0.75,265.8525,23.1,Inefficient,2,2,False,False,True,False,True
806,Casa,150.0,4,2,13.0,Excellent,B,0,5,0,8.0,2602.38,3,1,3,7,1,1,16,1,75.3,Verano,28.6,426.54,1,23,0.75,319.90500000000003,72.3,Efficient,3,3,False,False,False,False,True
807,Departamento,74.9,1,1,21.0,Excellent,C,0,1,0,16.4,1038.41,1,1,1,1,1,0,5,1,61.1,Otoño,11.0,346.09,1,18,0.75,259.5675,30.2,Moderate,3,2,False,False,False,False,False
808,Casa,62.1,1,1,50.0,Poor,C,0,2,0,13.7,548.18,0,2,1,2,1,0,6,1,63.5,Primavera,19.3,764.9,1,14,0.75,573.675,2.6,Inefficient,0,2,True,False,False,False,False
809,Pequeño Comercio,53.8,1,2,27.0,Poor,D,0,4,0,13.9,630.15,0,3,8,3,0,0,14,1,60.2,Verano,29.9,534.4,1,19,0.75,400.8,17.8,Inefficient,0,1,False,False,False,False,True
810,Departamento,88.6,1,1,23.0,Poor,B,0,1,0,10.1,1439.53,0,1,0,0,1,1,3,1,45.6,Verano,31.4,164.93,1,21,0.75,123.6975,30.1,Moderate,0,3,False,False,False,False,True
811,Casa,210.4,1,2,20.0,Good,A,1,1,0,18.4,2366.32,1,1,1,1,1,0,5,0,85.2,Otoño,11.4,198.6,1,19,0.75,148.95,81.7,Efficient,2,4,False,False,True,False,True
812,Departamento,82.0,1,2,43.0,Poor,C,0,1,0,12.4,1908.24,1,1,1,0,1,0,4,1,61.2,Otoño,20.2,143.45,1,18,0.75,107.5875,35.5,Moderate,0,2,True,False,False,True,False
813,Casa,84.9,5,1,29.0,Excellent,A,1,6,0,11.1,1173.49,1,1,4,3,1,0,10,1,76.6,Verano,29.4,253.21,1,18,0.75,189.9075,100.0,Efficient,3,4,False,False,False,True,False
814,Departamento,107.9,3,2,63.0,Poor,E,0,4,0,14.4,1553.65,2,1,3,2,1,0,9,0,64.2,Primavera,23.1,495.06,1,22,0.75,371.295,17.2,Inefficient,0,0,False,False,True,False,True
815,Departamento,70.0,1,2,1.0,Excellent,E,0,1,0,14.7,1392.68,1,1,2,2,1,0,7,1,77.7,Otoño,12.4,252.72,1,18,0.75,189.54,50.8,Moderate,3,0,False,False,False,True,False
816,Casa,109.5,5,2,18.0,Good,D,0,2,0,9.8,2678.74,1,1,1,0,1,0,4,1,84.5,Otoño,14.7,190.05,1,20,0.75,142.53750000000002,64.3,Efficient,2,1,False,False,False,True,False
817,Departamento,93.2,2,1,25.0,Good,A,0,2,1,19.4,877.89,0,1,0,2,1,1,5,1,68.6,Otoño,11.8,401.76,1,22,0.75,301.32,52.4,Moderate,2,4,False,False,False,False,True
818,Casa,210.2,7,5,32.0,Good,E,0,8,1,20.5,8323.57,5,1,12,4,1,0,23,1,69.3,Primavera,20.9,1239.19,1,17,0.75,929.3925,46.6,Moderate,2,0,True,False,False,False,True
819,Casa,271.4,5,2,15.0,Excellent,E,0,5,0,10.1,2078.23,3,1,2,5,1,0,12,1,70.0,Invierno,9.7,565.77,1,19,0.75,424.3275,44.5,Moderate,3,0,False,False,False,False,False
820,Casa,96.0,2,1,41.0,Average,D,1,2,0,15.5,4105.33,0,1,3,3,1,0,8,1,59.9,Invierno,11.0,194.35,1,20,0.75,145.7625,47.1,Moderate,1,1,True,False,False,False,True
821,Casa,169.3,4,2,25.0,Poor,C,0,6,0,8.0,2144.44,3,1,1,9,1,0,15,1,92.1,Invierno,10.4,707.71,1,17,0.75,530.7825,25.3,Inefficient,0,2,False,False,False,False,False
