tipo_vivienda,cantidad_equipos,horas_alto_consumo,consumo_kwh,categoria
Casa,6,17,398.37,Inefficient
Casa,3,16,352.63,Inefficient
Departamento,5,17,332.63,Efficient
Casa,14,18,841.03,Moderate
Departamento,6,17,369.06,Efficient
Casa,12,17,1113.53,Moderate
Casa,9,18,193.49,Efficient
Casa,4,20,201.08,Inefficient
Departamento,6,20,306.05,Moderate
Departamento,5,18,464.03,Moderate
Casa,19,17,373.66,Moderate
Departamento,6,19,289.16,Efficient
Departamento,7,14,653.47,Inefficient
Departamento,3,18,316.71,Inefficient
Casa,16,18,980.13,Moderate
Departamento,6,19,176.78,Efficient
Casa,7,20,705.63,Inefficient
Casa,5,19,378.07,Moderate
Casa,8,17,962.6,Inefficient
Departamento,6,18,350.07,Inefficient
Casa,14,16,1079.06,Moderate
Departamento,7,17,200.29,Moderate
Casa,6,15,503.24,Inefficient
Departamento,11,14,1035.7,Moderate
Casa,12,23,605.64,Moderate
Departamento,5,20,232.08,Moderate
Casa,13,18,1366.26,Inefficient
Casa,10,18,900.2,Inefficient
Casa,9,16,167.04,Efficient
Departamento,6,16,792.86,Efficient
Casa,11,18,593.33,Moderate
Departamento,7,17,387.75,Efficient
Departamento,5,17,162.5,Moderate
Casa,6,21,427.14,Moderate
Departamento,7,18,276.73,Inefficient
Casa,13,18,562.81,Moderate
Casa,5,18,397.94,Efficient
Casa,4,19,467.14,Inefficient
Casa,7,19,215.91,Moderate
Casa,10,17,342.53,Inefficient
Departamento,6,20,400.43,Moderate
Casa,14,20,1235.84,Moderate
Casa,13,18,263.91,Efficient
Departamento,6,15,243.68,Moderate
Casa,12,17,388.41,Moderate
Casa,5,18,337.18,Inefficient
Casa,7,18,329.26,Moderate
Casa,2,20,93.65,Moderate
Casa,13,19,1831.753753240375,Efficient
Casa,4,18,266.32,Moderate
Departamento,7,19,408.39,Inefficient
Departamento,11,18,257.11,Efficient
Departamento,7,21,493.38,Moderate
Casa,2,18,110.55,Inefficient
Departamento,4,20,205.83,Inefficient
Departamento,5,19,256.4,Moderate
Departamento,5,17,175.19,Efficient
Casa,8,17,220.94,Moderate
Departamento,5,19,801.02,Inefficient
Departamento,4,19,96.28,Moderate
Departamento,3,22,253.29,Moderate
Departamento,14,20,987.75,Moderate
Departamento,6,21,367.71,Inefficient
Casa,15,16,683.62,Moderate
Departamento,7,21,678.36,Moderate
Casa,7,21,432.99,Moderate
Casa,3,19,207.37,Efficient
Departamento,5,20,199.03,Moderate
Pequeño Comercio,14,17,1212.14,Moderate
Casa,12,20,611.76,Moderate
Casa,10,17,636.16,Moderate
Departamento,12,19,267.48,Moderate
Casa,12,17,1006.56,Efficient
Departamento,5,19,176.0,Moderate
Casa,11,16,384.35,Inefficient
Departamento,5,16,257.8,Inefficient
Departamento,6,22,306.85,Efficient
Departamento,7,17,431.12,Inefficient
Casa,9,23,301.78,Inefficient
Casa,14,17,258.82,Efficient
Casa,12,13,569.76,Efficient
Departamento,5,18,210.72,Moderate
Casa,13,18,1198.59,Moderate
Departamento,6,17,184.35,Inefficient
Casa,8,20,469.55,Efficient
Casa,11,17,518.93,Efficient
Casa,13,19,900.16,Moderate
Departamento,4,17,165.37,Moderate
Pequeño Comercio,4,21,261.82,Moderate
Casa,10,18,1127.93,Efficient
Departamento,7,17,303.65,Moderate
Casa,8,21,835.72,Moderate
Departamento,8,19,459.4,Inefficient
Casa,11,19,1046.19,Moderate
Departamento,9,20,229.12,Moderate
Departamento,6,22,730.45,Inefficient
Casa,7,17,751.86,Moderate
Casa,9,20,189.61,Efficient
Casa,10,18,817.73,Efficient
Casa,9,17,1254.98,Moderate
Departamento,5,18,141.67,Moderate
Casa,4,20,151.41,Efficient
Casa,7,17,742.48,Moderate
Casa,15,17,1219.91,Moderate
Casa,7,20,277.28,Efficient
Departamento,10,20,328.69,Efficient
Departamento,6,21,348.62,Moderate
Casa,10,18,848.01,Inefficient
Departamento,7,17,371.65,Moderate
Departamento,11,19,916.46,Inefficient
Casa,16,16,680.9,Efficient
Casa,7,22,1130.9,Moderate
Casa,6,22,151.88,Efficient
Casa,5,18,160.63,Efficient
Casa,5,20,511.0,Inefficient
Casa,2,23,131.95,Efficient
Casa,4,17,287.58,Efficient
Casa,9,18,225.73,Moderate
Casa,7,21,416.83,Inefficient
Casa,6,20,378.76,Moderate
Departamento,4,20,168.3,Moderate
Departamento,16,23,1102.32,Moderate
Departamento,6,21,472.72,Inefficient
Casa,13,23,795.49,Moderate
Casa,11,18,774.67,Efficient
Departamento,12,15,660.96,Moderate
Casa,10,18,1258.95,Inefficient
Casa,7,18,676.86,Inefficient
Casa,4,16,315.13,Moderate
Casa,5,18,173.8,Inefficient
Pequeño Comercio,16,16,871.3,Moderate
Casa,6,18,181.73,Moderate
Departamento,7,17,295.34,Moderate
Departamento,4,21,187.49,Moderate
Departamento,5,17,563.04,Moderate
Casa,7,18,252.66,Moderate
Departamento,15,17,1157.18,Efficient
Departamento,6,17,371.47,Inefficient
Casa,17,21,1053.09,Efficient
Departamento,4,16,189.03,Efficient
Departamento,9,19,240.65,Moderate
Casa,3,19,656.12,Inefficient
Casa,7,14,357.21,Efficient
Casa,9,21,316.47,Efficient
Casa,5,21,342.16,Inefficient
Departamento,7,21,418.84,Moderate
Casa,8,18,655.39,Inefficient
Departamento,5,20,226.58,Moderate
Departamento,10,20,459.35,Moderate
Casa,2,18,447.66,Moderate
Casa,11,17,496.17,Moderate
Casa,10,20,260.6,Efficient
Departamento,6,20,107.18,Efficient
Casa,16,19,970.46,Inefficient
Pequeño Comercio,17,19,570.33,Efficient
Casa,6,19,234.09,Inefficient
Casa,20,19,1208.92,Efficient
Departamento,4,18,108.35,Moderate
Casa,8,21,766.12,Efficient
Casa,10,20,309.3,Moderate
Departamento,11,21,571.56,Efficient
Casa,4,16,143.16,Inefficient
Departamento,11,17,222.19,Moderate
Casa,7,23,3071.034665729698,Efficient
Casa,11,22,1076.21,Efficient
Casa,2,22,298.89,Inefficient
Departamento,4,18,388.39,Inefficient
Departamento,10,18,365.66,Inefficient
Casa,8,16,505.17,Moderate
Departamento,4,17,150.92,Inefficient
Casa,9,15,942.14,Moderate
Casa,14,18,534.55,Inefficient
Casa,3,15,155.26,Inefficient
Departamento,6,18,257.43,Moderate
Casa,10,17,778.2,Inefficient
Casa,15,18,711.93,Moderate
Casa,12,20,815.28,Moderate
Casa,8,16,203.69,Moderate
Casa,12,20,668.68,Inefficient
Casa,8,18,729.76,Moderate
Departamento,10,21,1231.59,Inefficient
Casa,6,17,269.49,Efficient
Casa,5,17,1147.54,Inefficient
Casa,15,17,733.55,Moderate
Casa,7,20,739.67,Moderate
Casa,5,21,208.0,Moderate
Casa,8,19,624.29,Inefficient
Departamento,2,14,408.54,Moderate
Casa,13,18,772.59,Efficient
Departamento,7,20,487.62,Efficient
Casa,14,21,741.76,Inefficient
Casa,10,22,651.83,Efficient
Departamento,3,22,253.11,Inefficient
Casa,7,17,237.98,Efficient
Departamento,9,18,394.1,Moderate
Departamento,5,20,679.18,Inefficient
Casa,6,21,508.28,Moderate
Departamento,13,18,591.21,Moderate
Departamento,4,21,286.75,Efficient
Departamento,8,19,503.34,Moderate
Departamento,7,16,266.84,Inefficient
Departamento,7,18,1315.85,Inefficient
Departamento,3,19,160.98,Moderate
Casa,3,17,284.19,Inefficient
Casa,3,19,320.29,Moderate
Casa,5,17,257.12,Inefficient
Departamento,3,19,425.95,Moderate
Departamento,8,23,225.94,Inefficient
Casa,5,19,87.24,Efficient
Casa,7,14,255.93,Moderate
Departamento,10,17,642.2,Efficient
Casa,4,16,272.4,Inefficient
Casa,3,18,207.68,Inefficient
Departamento,4,19,75.26,Inefficient
Casa,4,19,312.4,Inefficient
Casa,4,19,576.49,Inefficient
Casa,10,19,1029.16,Inefficient
Casa,7,20,395.28,Moderate
Departamento,6,21,561.34,Moderate
Departamento,7,19,518.49,Inefficient
Casa,8,16,531.9,Moderate
Departamento,4,19,266.47,Moderate
Casa,3,17,210.6,Moderate
Casa,14,17,923.05,Moderate
Casa,8,18,226.69,Moderate
Departamento,6,16,312.6,Moderate
Departamento,3,17,192.37,Moderate
Casa,10,22,585.2,Efficient
Casa,12,17,596.72,Inefficient
Departamento,4,23,408.86,Moderate
Casa,10,18,564.12,Inefficient
Casa,3,18,181.12,Efficient
Casa,10,16,820.51,Moderate
Casa,23,18,342.6,Efficient
Departamento,5,18,139.71,Efficient
Casa,8,18,198.14,Moderate
Departamento,5,16,122.49,Moderate
Casa,11,19,594.1,Moderate
Casa,3,19,289.91,Efficient
Departamento,6,16,175.05,Moderate
Casa,14,21,681.65,Efficient
Casa,12,18,438.83,Efficient
Departamento,9,21,300.88,Moderate
Departamento,7,17,648.1,Moderate
Casa,9,18,471.61,Moderate
Casa,11,16,452.74,Moderate
Departamento,8,22,343.96,Inefficient
Departamento,6,17,211.86,Moderate
Departamento,7,19,267.0,Moderate
Departamento,6,15,613.49,Efficient
Casa,4,16,439.19,Inefficient
Casa,5,18,606.67,Inefficient
Casa,9,19,297.77,Moderate
Departamento,7,17,303.37,Efficient
Departamento,6,19,819.19,Inefficient
Casa,12,23,660.34,Moderate
Departamento,6,17,333.42,Efficient
Pequeño Comercio,14,17,766.28,Moderate
Departamento,13,17,423.75,Efficient
Departamento,6,20,415.44,Inefficient
Departamento,4,19,180.28,Efficient
Pequeño Comercio,11,18,841.92,Moderate
Departamento,6,20,419.42,Inefficient
Departamento,8,22,576.63,Moderate
Casa,10,19,922.08,Moderate
Casa,3,14,198.89,Inefficient
Departamento,9,21,527.46,Moderate
Casa,10,20,510.27,Efficient
Casa,15,20,837.91,Efficient
Casa,12,19,576.2,Efficient
Casa,8,22,315.28,Moderate
Departamento,5,16,283.27,Inefficient
Departamento,7,20,571.06,Moderate
Casa,7,21,255.59,Moderate
Departamento,5,17,250.88,Moderate
Casa,15,17,446.68,Moderate
Casa,14,16,1261.96,Moderate
Casa,8,16,421.41,Efficient
Casa,12,23,730.17,Moderate
Casa,4,19,198.29,Efficient
Pequeño Comercio,8,18,399.15,Efficient
Casa,7,16,561.09,Inefficient
Departamento,8,21,466.08,Inefficient
Casa,14,16,375.39,Efficient
Departamento,5,18,275.06,Inefficient
Departamento,7,22,444.96,Inefficient
Departamento,4,19,166.34,Efficient
Casa,10,15,506.94,Moderate
Casa,10,18,1284.67,Inefficient
Casa,15,22,773.61,Moderate
Departamento,7,19,628.17,Inefficient
Casa,10,19,737.78,Inefficient
Departamento,5,17,387.63,Moderate
Departamento,6,19,195.29,Efficient
Casa,3,17,496.26,Inefficient
Casa,6,20,350.17,Efficient
Departamento,5,18,410.8,Inefficient
Departamento,9,15,524.12,Moderate
Departamento,3,17,349.66,Inefficient
Casa,7,19,422.15,Efficient
Casa,11,20,628.82,Efficient
Casa,5,17,626.04,Inefficient
Departamento,6,20,394.6,Moderate
Departamento,6,18,269.98,Efficient
Casa,6,14,467.16,Moderate
Casa,6,18,211.48,Moderate
Departamento,10,22,349.36,Moderate
Casa,5,16,579.41,Moderate
Pequeño Comercio,7,19,327.68,Inefficient
Departamento,6,18,191.03,Moderate
Departamento,10,17,521.77,Efficient
Departamento,8,20,169.86,Efficient
Casa,9,18,824.16,Inefficient
Pequeño Comercio,13,21,727.19,Moderate
Casa,7,17,231.67,Efficient
Casa,9,19,843.82,Moderate
Casa,9,19,558.19,Moderate
Departamento,5,20,202.84,Moderate
Departamento,14,22,879.91,Inefficient
Casa,4,16,392.94,Moderate
Casa,17,22,2078.26,Moderate
Departamento,4,19,334.78,Moderate
Casa,12,17,1137.62,Inefficient
Casa,5,21,239.4,Efficient
Departamento,3,19,171.98,Moderate
Pequeño Comercio,3,18,229.21,Efficient
Casa,4,18,436.17,Inefficient
Casa,9,19,507.75,Moderate
Departamento,10,19,473.58,Moderate
Casa,6,20,788.58,Inefficient
Casa,14,16,544.29,Efficient
Casa,7,18,461.13,Inefficient
Departamento,11,18,323.39,Efficient
Casa,13,18,301.9,Efficient
Casa,17,20,1695.91,Moderate
Casa,5,17,200.08,Inefficient
Casa,9,20,347.21,Efficient
Pequeño Comercio,15,19,660.46,Efficient
Casa,12,21,470.88,Efficient
Casa,21,23,470.29,Efficient
Casa,21,18,629.06,Efficient
Departamento,3,16,391.14,Inefficient
Casa,16,19,1183.63,Efficient
Casa,7,16,274.32,Moderate
Departamento,6,17,232.5,Inefficient
Casa,10,18,454.22,Moderate
Departamento,5,21,118.72,Efficient
Casa,11,19,488.63,Efficient
Casa,10,18,388.33,Efficient
Casa,6,20,393.0,Efficient
Casa,6,20,2215.6395904502256,Inefficient
Departamento,6,19,554.59,Inefficient
Casa,5,20,496.91,Moderate
Casa,7,19,542.17,Moderate
Casa,10,18,703.6,Inefficient
Casa,11,16,597.11,Moderate
Casa,7,21,570.74,Inefficient
Departamento,3,20,446.59,Inefficient
Casa,3,17,229.06,Moderate
Departamento,3,18,319.2,Moderate
Departamento,13,19,931.5,Inefficient
Casa,22,18,1374.9,Inefficient
Casa,13,19,673.73,Moderate
Departamento,5,21,452.15,Inefficient
Casa,8,17,427.6,Inefficient
Casa,4,20,360.37,Moderate
Casa,10,21,324.04,Moderate
Casa,18,17,487.39,Inefficient
Pequeño Comercio,9,18,344.38,Efficient
Departamento,9,23,513.15,Moderate
Casa,7,20,604.43,Inefficient
Casa,8,22,626.37,Moderate
Casa,4,17,141.59,Efficient
Departamento,18,20,2155.84,Inefficient
Departamento,8,17,377.44,Efficient
Casa,17,19,474.81,Moderate
Casa,7,17,462.13,Efficient
Departamento,17,19,1079.01,Moderate
Casa,18,18,357.5,Moderate
Pequeño Comercio,8,16,533.87,Moderate
Casa,4,18,337.53,Inefficient
Casa,13,23,262.47,Efficient
Departamento,7,20,100.45,Efficient
Casa,10,17,625.49,Moderate
Departamento,7,17,528.14,Efficient
Casa,8,20,367.86,Moderate
Casa,15,21,780.62,Moderate
Departamento,5,19,295.12,Inefficient
Departamento,12,19,838.88,Moderate
Departamento,5,18,167.98,Efficient
Casa,8,15,490.27,Inefficient
Casa,5,20,233.16,Moderate
Departamento,5,21,163.41,Moderate
Casa,18,14,1158.97,Moderate
Departamento,4,21,83.89,Efficient
Departamento,5,18,421.03,Moderate
Departamento,8,22,307.62,Moderate
Casa,5,22,627.78,Inefficient
Casa,14,17,497.9,Efficient
Casa,18,19,868.83,Moderate
Departamento,14,20,1086.55,Inefficient
Departamento,12,17,177.97,Efficient
Departamento,10,19,482.59,Efficient
Casa,11,19,632.57,Inefficient
Casa,10,15,275.96,Efficient
Casa,5,19,172.38,Moderate
Casa,14,20,1282.74,Efficient
Departamento,6,20,309.11,Moderate
Departamento,7,16,883.24,Inefficient
Casa,17,21,221.77,Moderate
Departamento,5,23,425.53,Efficient
Casa,8,18,530.56,Inefficient
Casa,23,18,623.65,Efficient
Casa,7,21,697.69,Moderate
Casa,15,19,726.58,Efficient
Casa,13,17,781.14,Efficient
Casa,4,20,364.99,Moderate
Casa,8,18,373.75,Moderate
Casa,5,19,570.74,Inefficient
Departamento,12,20,411.05,Moderate
Pequeño Comercio,7,20,254.2,Moderate
Pequeño Comercio,13,17,702.12,Efficient
Casa,5,16,304.9,Inefficient
Casa,5,19,239.07,Moderate
Departamento,8,16,557.45,Moderate
Departamento,8,20,552.7,Inefficient
Casa,11,19,845.16,Efficient
Casa,3,22,144.33,Moderate
Casa,13,20,755.94,Moderate
Casa,8,21,564.2,Moderate
Casa,6,19,195.21,Moderate
Pequeño Comercio,13,19,235.88,Efficient
Casa,11,18,401.16,Moderate
Casa,11,20,276.78,Moderate
Departamento,5,22,256.4,Moderate
Casa,9,21,583.73,Efficient
Departamento,4,15,234.07,Inefficient
Casa,19,19,687.34,Moderate
Casa,12,16,1351.49,Moderate
Departamento,3,21,132.85,Moderate
Departamento,14,20,1562.91,Inefficient
Departamento,3,21,155.23,Moderate
Casa,16,16,732.98,Moderate
Departamento,15,17,572.57,Moderate
Departamento,5,18,224.34,Efficient
Casa,17,20,1144.55,Inefficient
Casa,10,20,833.52,Moderate
Departamento,7,18,654.22,Moderate
Departamento,11,15,1295.74,Moderate
Casa,4,20,331.08,Efficient
Departamento,5,20,228.41,Efficient
Departamento,5,21,277.36,Moderate
Casa,6,19,3291.1964381288544,Efficient
Casa,15,17,500.11,Moderate
Casa,6,19,298.43,Efficient
Departamento,4,20,253.54,Moderate
Departamento,9,21,729.7,Inefficient
Departamento,4,18,333.14,Moderate
Departamento,8,18,176.38,Moderate
Casa,22,21,996.8,Efficient
Departamento,3,18,148.34,Moderate
Casa,11,20,433.11,Efficient
Departamento,4,17,351.65,Inefficient
Casa,11,16,3167.836604507475,Moderate
Departamento,8,19,109.21,Efficient
Casa,10,16,300.33,Moderate
Departamento,4,17,147.76,Inefficient
Departamento,11,21,421.91,Efficient
Casa,2,17,208.9,Moderate
Casa,12,15,367.5,Inefficient
Casa,6,20,481.1,Inefficient
Departamento,4,20,313.54,Efficient
Departamento,10,20,631.35,Moderate
Departamento,13,18,436.73,Efficient
Casa,7,14,637.77,Moderate
Casa,11,20,626.93,Moderate
Departamento,10,13,345.2,Moderate
Casa,7,23,205.51,Efficient
Casa,15,22,1689.82,Moderate
Departamento,6,15,337.76,Inefficient
Departamento,3,19,158.21,Moderate
Departamento,5,13,514.33,Moderate
Casa,12,17,740.92,Moderate
Casa,4,18,345.34,Moderate
Departamento,7,16,391.67,Inefficient
Casa,10,17,652.29,Moderate
Casa,5,22,422.2,Moderate
Casa,7,19,321.38,Efficient
Departamento,6,21,112.6,Moderate
Casa,5,20,447.52,Moderate
Casa,5,17,305.59,Moderate
Casa,8,18,252.93,Efficient
Casa,6,19,295.14,Moderate
Departamento,3,16,101.42,Moderate
Departamento,8,20,451.97,Efficient
Departamento,11,19,1224.62,Inefficient
Casa,12,17,479.07,Inefficient
Departamento,5,18,305.43,Moderate
Pequeño Comercio,3,20,371.87,Inefficient
Casa,6,21,706.93,Inefficient
Departamento,3,22,276.41,Inefficient
Casa,10,23,1105.24,Inefficient
Departamento,8,16,484.46,Efficient
Casa,11,17,519.55,Efficient
Casa,6,17,551.48,Efficient
Casa,4,17,181.04,Efficient
Departamento,8,15,403.82,Moderate
Departamento,7,20,363.5,Moderate
Casa,15,18,393.06,Moderate
Departamento,5,15,94.37,Moderate
Casa,5,19,653.57,Inefficient
Casa,2,20,155.39,Inefficient
Casa,12,22,582.04,Efficient
Departamento,6,23,381.26,Moderate
Casa,6,21,650.83,Inefficient
Departamento,11,17,470.39,Efficient
Casa,15,20,544.07,Moderate
Casa,2,19,111.3,Efficient
Departamento,3,18,192.96,Moderate
Casa,18,20,1250.19,Efficient
Casa,11,21,525.55,Efficient
Casa,9,17,532.77,Moderate
Casa,8,16,1019.28,Efficient
Departamento,6,21,126.9,Efficient
Departamento,6,21,356.67,Inefficient
Casa,3,19,367.93,Moderate
Casa,9,17,260.76,Moderate
Casa,5,21,685.94,Moderate
Casa,10,20,287.11,Moderate
Casa,4,20,456.98,Moderate
Casa,13,20,885.54,Moderate
Casa,11,22,303.66,Moderate
Casa,5,18,357.93,Moderate
Casa,8,19,292.22,Efficient
Departamento,7,21,793.98,Inefficient
Casa,9,20,398.44,Inefficient
Casa,15,20,984.99,Efficient
Casa,10,17,553.02,Efficient
Casa,3,23,239.84,Moderate
Casa,11,21,1033.09,Inefficient
Departamento,6,17,491.23,Inefficient
Pequeño Comercio,14,18,661.66,Moderate
Departamento,8,19,123.79,Efficient
Casa,10,19,934.84,Moderate
Casa,7,15,341.2,Moderate
Casa,9,17,731.57,Moderate
Casa,12,20,862.34,Efficient
Departamento,7,16,295.3,Moderate
Casa,8,21,215.9,Moderate
Departamento,10,21,377.01,Efficient
Departamento,10,20,543.81,Efficient
Casa,17,20,760.77,Moderate
Departamento,3,17,158.03,Moderate
Departamento,8,19,433.49,Moderate
Departamento,5,19,153.55,Efficient
Departamento,6,17,112.62,Moderate
Casa,11,21,200.65,Moderate
Departamento,8,22,476.39,Moderate
Departamento,2,17,90.81,Moderate
Casa,8,20,428.1,Moderate
Casa,10,15,399.67,Moderate
Departamento,3,19,742.43,Inefficient
Departamento,5,19,129.0,Inefficient
Departamento,11,20,907.54,Efficient
Departamento,16,16,1215.29,Moderate
Departamento,5,21,282.68,Moderate
Casa,10,19,918.37,Moderate
Departamento,9,20,400.4,Moderate
Casa,9,22,438.09,Moderate
Departamento,9,21,697.03,Moderate
Casa,12,15,306.11,Efficient
Casa,9,18,337.27,Efficient
Casa,6,18,338.95,Inefficient
Departamento,9,20,931.43,Moderate
Casa,6,20,745.57,Moderate
Casa,14,20,1066.03,Efficient
Departamento,5,21,744.08,Inefficient
Casa,9,19,79.65,Efficient
Casa,12,21,377.35,Efficient
Departamento,10,19,357.41,Moderate
Departamento,8,14,344.8,Inefficient
Departamento,3,19,214.62,Inefficient
Departamento,12,20,245.7,Moderate
Departamento,4,21,387.75,Moderate
Pequeño Comercio,21,20,850.02,Moderate
Departamento,12,18,589.28,Efficient
Casa,10,21,947.73,Inefficient
Casa,4,19,221.95,Inefficient
Departamento,9,19,185.37,Efficient
Casa,7,19,370.83,Moderate
Casa,6,18,319.26,Moderate
Departamento,7,16,206.7,Moderate
Departamento,11,21,896.06,Moderate
Departamento,10,19,855.88,Moderate
Departamento,6,18,192.83,Moderate
Departamento,5,15,119.12,Moderate
Casa,6,19,690.02,Moderate
Departamento,4,19,819.73,Moderate
Casa,10,18,797.01,Efficient
Departamento,5,21,261.85,Moderate
Departamento,3,19,182.6,Efficient
Casa,19,16,611.8,Moderate
Casa,17,21,1654.35,Inefficient
Casa,16,23,1437.0,Moderate
Departamento,7,18,1008.04,Inefficient
Casa,4,19,276.93,Efficient
Casa,20,16,751.32,Efficient
Departamento,5,18,225.28,Moderate
Casa,5,20,322.45,Moderate
Departamento,8,17,558.43,Moderate
Departamento,5,19,410.01,Inefficient
Casa,5,20,387.4,Inefficient
Departamento,6,21,256.59,Moderate
Departamento,9,20,323.79,Moderate
Casa,8,16,3382.3392762693256,Efficient
Casa,3,17,115.84,Efficient
Casa,4,16,564.04,Moderate
Departamento,7,23,601.58,Moderate
Departamento,3,22,286.21,Moderate
Casa,5,21,235.7,Moderate
Casa,7,15,453.38,Inefficient
Departamento,5,18,383.87,Inefficient
Pequeño Comercio,14,17,753.25,Efficient
Departamento,4,17,244.52,Moderate
Casa,3,20,344.46,Inefficient
Casa,4,18,158.22,Moderate
Casa,13,17,641.4,Moderate
Pequeño Comercio,5,20,264.06,Moderate
Casa,3,17,218.99,Inefficient
Casa,5,16,143.62,Efficient
Casa,7,18,399.65,Moderate
Casa,13,18,736.18,Moderate
Casa,9,20,264.37,Moderate
Casa,5,17,136.04,Efficient
Casa,3,19,327.79,Inefficient
Casa,19,18,695.16,Efficient
Casa,11,20,893.59,Moderate
Casa,6,18,367.08,Moderate
Casa,16,20,771.68,Efficient
Casa,6,18,408.65,Moderate
Departamento,4,18,363.61,Moderate
Casa,6,17,409.64,Efficient
Casa,14,20,803.77,Moderate
Departamento,12,19,1055.28,Moderate
Pequeño Comercio,10,17,471.03,Moderate
Casa,9,22,390.32,Efficient
Casa,6,20,547.12,Inefficient
Casa,4,17,708.97,Inefficient
Departamento,3,17,310.5,Efficient
Departamento,6,18,370.92,Moderate
Departamento,3,17,126.04,Inefficient
Casa,6,18,232.43,Moderate
Casa,8,18,658.68,Inefficient
Casa,9,18,518.14,Moderate
Departamento,8,19,322.59,Moderate
Casa,6,17,169.54,Efficient
Casa,5,19,364.98,Moderate
Casa,4,19,292.17,Moderate
Casa,6,19,652.11,Efficient
Departamento,4,19,163.39,Moderate
Casa,13,19,417.1,Inefficient
Casa,7,16,322.74,Moderate
Casa,19,18,932.84,Moderate
Casa,9,19,608.02,Inefficient
Casa,8,20,529.77,Moderate
Departamento,13,15,367.58,Moderate
Casa,8,16,286.02,Moderate
Casa,7,18,244.72,Efficient
Departamento,3,16,195.94,Efficient
Departamento,8,17,880.66,Inefficient
Casa,3,19,292.46,Inefficient
Departamento,8,14,393.57,Inefficient
Departamento,13,18,880.02,Efficient
Departamento,7,20,368.62,Inefficient
Casa,5,19,445.09,Moderate
Departamento,20,20,1093.87,Efficient
