tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,categoria
casa,128.1,1,1,28.0,poor,b,1,1,0,13.1,1050.99,0,2,0,1,1,1,7,1,eléctrica,mixta,63.0,verano,27.8,93.36,1,20,0.146,13.63,efficient
casa,153.3,2,3,33.0,good,b,1,3,0,8.9,1911.37,2,1,2,3,1,1,13,1,gas,incandescente,67.5,verano,25.3,300.53,1,18,0.178,53.49,efficient
casa,189.9,7,5,13.0,good,b,0,4,1,17.0,1975.68,3,1,3,1,1,0,11,1,eléctrica,led,72.7,otoño,9.4,420.49,1,19,0.18,75.69,efficient
casa,65.1,1,2,28.0,poor,a,0,1,0,9.1,473.69,0,1,0,0,1,0,8,1,eléctrica,led,55.1,otoño,8.9,90.68,1,16,0.164,14.87,moderate
casa,100.2,5,3,18.0,excellent,a,0,5,1,24.0,2458.9,1,1,3,9,1,0,21,1,eléctrica,mixta,63.2,verano,26.1,1140.95,1,19,0.166,189.4,efficient
pequeño comercio,160.2,5,3,2.0,good,a,0,6,0,14.9,1082.53,1,2,3,3,0,0,16,1,eléctrica,led,71.0,invierno,12.9,794.03,1,18,0.17,134.99,efficient
casa,69.1,2,1,54.0,average,b,0,1,1,24.0,995.34,0,1,1,1,1,0,10,1,gas,mixta,46.0,otoño,21.7,479.94,1,18,0.192,92.15,inefficient
departamento,77.2,3,1,26.0,average,a,0,4,1,13.7,558.32,1,2,3,5,1,0,18,1,eléctrica,led,60.2,primavera,18.0,479.95,1,20,0.203,97.43,efficient
casa,104.9,6,3,29.0,good,a,0,5,1,17.3,1818.18,1,2,4,4,1,1,18,1,eléctrica,led,71.0,invierno,7.2,662.29,1,19,0.193,127.82,efficient
casa,70.9,1,3,42.0,excellent,d,0,1,0,14.2,1111.18,0,1,2,0,1,0,10,1,gas,mixta,75.2,primavera,21.1,283.98,1,21,0.163,46.29,moderate
casa,123.1,8,4,32.0,good,d,0,6,1,24.0,1398.12,0,2,1,5,1,1,18,0,ninguna,mixta,48.1,primavera,23.6,1279.34,1,20,0.21,268.66,moderate
departamento,48.3,1,1,37.0,poor,d,0,1,0,11.0,661.78,0,1,0,1,1,1,10,1,gas,led,65.0,otoño,16.4,134.85,1,20,0.174,23.46,moderate
casa,70.3,2,1,23.0,good,d,0,3,0,14.9,762.96,0,1,4,3,1,0,13,1,eléctrica,led,59.1,otoño,16.4,339.75,1,20,0.2,67.95,efficient
casa,122.5,2,1,28.0,excellent,d,0,2,0,10.7,7500.42,2,1,0,1,1,1,6,1,losa radiante,led,90.3,primavera,21.4,139.89,1,18,0.155,21.68,efficient
casa,58.2,1,3,30.0,poor,e,0,2,0,8.6,1547.87,1,1,1,1,1,0,10,0,ninguna,led,84.8,invierno,4.4,157.11,1,19,0.163,25.61,moderate
casa,282.8,8,5,33.0,good,c,0,5,1,24.0,4461.91,5,2,5,4,1,1,21,1,gas,led,68.8,verano,20.6,1608.41,1,17,0.187,300.77,moderate
casa,90.8,6,2,4.0,good,a,0,5,0,12.2,716.93,0,1,8,5,1,0,22,0,ninguna,led,76.3,otoño,14.2,464.89,1,18,0.195,90.65,efficient
casa,122.0,3,1,28.0,average,a,0,1,0,12.7,471.01,0,1,1,2,1,0,9,1,eléctrica,mixta,66.0,otoño,14.1,279.23,1,22,0.227,63.39,moderate
casa,105.4,2,3,39.0,good,e,0,4,0,9.5,513.86,0,2,6,1,1,0,16,1,gas,incandescente,65.8,otoño,13.1,594.62,1,20,0.151,89.79,moderate
departamento,59.3,1,1,7.0,excellent,a,0,2,0,14.1,1634.88,0,1,0,1,1,0,9,0,ninguna,led,74.8,otoño,14.1,274.91,1,20,0.214,58.83,efficient
casa,82.2,5,2,35.0,excellent,c,0,5,0,18.4,699.38,1,1,3,6,1,0,16,1,gas,mixta,50.0,otoño,19.6,716.67,1,19,0.17,121.83,moderate
departamento,55.1,1,1,41.0,excellent,e,0,1,1,20.2,929.94,1,1,0,2,1,0,10,1,gas,led,73.8,invierno,9.2,215.84,1,17,0.171,36.91,efficient
casa,249.7,8,3,49.0,average,b,0,7,0,11.8,13453.77,4,1,4,1,1,0,20,1,gas,led,71.2,invierno,7.1,406.32,1,17,0.185,75.17,efficient
departamento,53.7,1,1,31.0,good,d,0,2,0,15.2,580.62,0,2,1,3,1,0,14,1,gas,led,62.4,invierno,15.6,386.83,1,22,0.164,63.44,moderate
casa,37.1,1,1,48.0,average,b,0,2,1,19.6,1330.0,0,2,0,2,1,0,10,0,ninguna,mixta,50.8,otoño,15.5,468.6,1,18,0.201,94.19,moderate
casa,66.1,3,2,25.0,excellent,e,0,4,1,20.7,401.22,0,2,2,5,1,0,21,1,eléctrica,mixta,55.2,verano,30.3,742.59,1,20,0.153,113.62,moderate
casa,107.8,2,1,27.0,excellent,a,0,2,0,17.3,568.03,0,2,1,4,1,0,13,0,ninguna,mixta,50.6,verano,27.0,441.65,1,18,0.166,73.31,efficient
departamento,61.0,1,2,28.0,good,c,0,1,1,24.0,2381.39,1,1,2,3,1,0,14,0,ninguna,led,76.0,verano,30.9,589.6,1,20,0.172,101.41,moderate
departamento,43.4,1,1,19.0,excellent,b,0,2,0,11.9,998.99,0,1,2,2,1,0,9,1,eléctrica,mixta,66.7,invierno,5.7,380.92,1,16,0.213,81.14,moderate
departamento,79.0,1,2,10.0,excellent,e,0,1,1,20.8,1803.09,2,1,1,3,1,0,15,1,eléctrica,led,71.3,verano,32.4,542.95,1,20,0.16,86.87,moderate
departamento,68.0,2,2,22.0,excellent,b,0,1,0,17.6,887.81,0,1,0,0,1,0,6,1,eléctrica,led,87.2,otoño,18.2,164.99,1,19,0.185,30.52,efficient
departamento,115.0,1,1,26.0,average,a,0,5,0,14.1,1471.39,1,1,1,4,1,0,13,1,eléctrica,mixta,56.7,otoño,10.2,398.19,1,19,0.21,83.62,moderate
departamento,69.9,1,1,8.0,good,e,0,1,1,24.0,1206.69,0,1,2,3,1,0,14,1,eléctrica,led,80.8,otoño,12.3,483.5,1,20,0.191,92.35,moderate
casa,112.1,3,4,24.0,poor,d,0,1,0,11.6,2745.3,2,1,0,0,1,1,10,1,eléctrica,mixta,64.2,primavera,16.5,285.83,1,20,0.166,47.45,inefficient
casa,135.8,1,1,9.0,excellent,a,0,3,0,14.2,2715.64,4,1,3,3,1,0,16,1,eléctrica,led,78.9,otoño,15.9,413.16,1,14,0.198,81.81,efficient
casa,113.3,2,2,13.0,average,c,0,2,0,8.0,1171.34,0,1,4,1,1,0,13,1,eléctrica,led,72.7,verano,29.5,197.8,1,19,0.167,33.03,moderate
casa,215.8,3,2,28.0,poor,c,0,4,0,14.9,2140.78,4,1,5,3,1,0,18,0,ninguna,led,66.9,otoño,18.6,558.21,1,21,0.151,84.29,moderate
departamento,77.7,1,1,45.0,poor,d,0,1,0,10.8,1211.03,0,1,1,0,1,0,12,1,gas,mixta,71.0,verano,31.4,200.36,1,19,0.19,38.07,moderate
casa,113.9,2,3,10.0,poor,a,0,4,0,8.8,883.36,0,2,5,4,1,1,15,1,eléctrica,mixta,79.0,otoño,17.8,263.78,1,17,0.153,40.36,moderate
casa,109.5,2,4,32.0,excellent,b,0,1,0,10.8,4685.56,5,1,0,0,1,0,15,1,gas,mixta,81.5,verano,28.3,512.66,1,18,0.196,100.48,moderate
departamento,44.7,1,1,64.0,average,e,0,1,0,16.8,398.74,2,1,1,0,1,0,9,0,ninguna,mixta,44.8,invierno,10.2,244.01,1,19,0.143,34.89,moderate
casa,121.8,4,1,55.0,good,a,0,3,0,11.5,1249.15,0,1,2,2,1,0,11,1,gas,mixta,67.9,invierno,12.0,328.6,1,21,0.171,56.19,efficient
casa,77.6,1,2,31.0,average,e,0,3,1,19.5,1615.53,1,1,2,2,1,0,14,0,ninguna,incandescente,51.2,invierno,4.1,793.78,1,16,0.189,150.02,inefficient
departamento,48.9,1,1,18.0,good,a,0,2,0,8.3,1311.53,2,1,1,0,1,0,8,1,eléctrica,mixta,65.0,verano,24.0,165.76,1,23,0.156,25.86,efficient
casa,116.6,4,1,19.0,poor,b,0,3,0,13.9,812.58,1,2,0,1,1,0,11,1,eléctrica,led,58.6,verano,24.5,502.43,1,20,0.201,100.99,moderate
casa,63.5,1,1,57.0,good,e,0,1,0,13.0,895.7,1,1,1,0,1,0,11,1,gas,incandescente,44.1,primavera,14.5,407.47,1,18,0.176,71.71,inefficient
departamento,55.2,1,1,39.0,excellent,e,0,1,1,19.6,714.76,1,1,0,1,1,0,10,1,gas,mixta,61.3,primavera,20.4,383.96,1,16,0.175,67.19,inefficient
casa,76.9,1,2,58.0,poor,c,0,2,0,16.4,1143.33,0,1,1,1,1,1,9,1,gas,mixta,56.0,verano,36.5,237.43,1,19,0.191,45.35,inefficient
departamento,70.1,3,2,62.0,good,a,0,1,1,16.0,1543.62,0,1,0,2,1,0,11,0,ninguna,mixta,57.1,primavera,17.6,329.63,1,16,0.166,54.72,moderate
casa,130.3,4,2,30.0,average,c,0,5,0,12.9,2612.05,0,1,0,3,1,1,10,1,eléctrica,mixta,57.6,invierno,3.5,465.45,1,21,0.188,87.5,moderate
departamento,43.6,1,2,11.0,average,b,0,1,1,17.7,616.5,0,1,1,1,1,0,9,1,eléctrica,incandescente,93.2,primavera,16.9,485.1,1,20,0.206,99.93,inefficient
casa,114.0,6,3,72.0,poor,e,0,8,0,13.7,823.62,1,1,5,10,1,0,19,0,ninguna,led,37.6,invierno,13.4,659.1,1,18,0.187,123.25,inefficient
casa,350.5,8,5,13.0,excellent,a,0,5,0,8.0,5731.49,4,2,2,5,1,0,17,1,losa radiante,mixta,93.9,verano,28.3,467.25,1,15,0.208,97.19,efficient
casa,100.8,4,1,50.0,excellent,e,0,2,0,13.4,1292.58,2,1,2,5,1,0,15,0,ninguna,mixta,51.5,otoño,9.8,490.41,1,17,0.187,91.71,moderate
casa,95.1,3,2,10.0,poor,e,0,2,0,12.9,975.82,1,1,3,1,1,0,11,1,eléctrica,mixta,49.6,primavera,18.3,415.18,1,15,0.168,69.75,inefficient
departamento,35.1,1,1,28.0,poor,b,0,3,0,9.2,644.62,0,1,0,3,1,1,8,0,ninguna,mixta,68.7,primavera,21.2,160.91,1,20,0.162,26.07,moderate
casa,153.8,1,1,28.0,poor,d,0,1,0,11.2,1330.0,3,2,0,1,1,0,12,0,ninguna,mixta,53.5,otoño,14.3,315.12,1,15,0.185,58.3,inefficient
departamento,64.1,2,2,52.0,poor,c,0,5,1,23.4,1063.85,1,2,5,4,1,1,23,1,gas,led,49.9,invierno,7.7,896.27,1,14,0.146,130.86,moderate
departamento,86.1,2,1,31.0,average,e,0,1,0,13.9,1589.87,1,1,0,1,1,0,10,1,gas,led,62.5,otoño,15.1,229.38,1,21,0.184,42.21,moderate
casa,79.6,5,5,50.0,poor,a,0,6,1,17.6,663.18,0,1,6,9,1,0,25,1,gas,mixta,47.4,primavera,20.6,1170.1,1,21,0.2,234.02,moderate
departamento,70.4,1,1,7.0,excellent,b,0,1,1,20.2,1236.75,0,1,0,2,1,0,7,1,eléctrica,mixta,65.3,otoño,16.9,297.5,1,23,0.193,57.42,moderate
casa,78.2,1,1,27.0,good,a,0,1,0,15.6,2872.19,0,1,0,1,1,1,9,0,ninguna,led,60.1,verano,24.2,181.73,1,21,0.189,34.35,efficient
pequeño comercio,114.9,1,1,10.0,excellent,b,0,1,0,11.2,1063.13,0,2,1,0,0,0,6,1,eléctrica,mixta,71.7,otoño,16.8,120.48,1,20,0.2,24.1,efficient
departamento,93.4,1,2,11.0,excellent,b,0,1,0,12.7,1330.0,0,1,0,1,1,0,14,1,eléctrica,led,69.9,primavera,19.7,169.31,1,16,0.17,28.78,efficient
departamento,102.3,1,2,20.0,excellent,a,0,1,0,20.3,751.93,2,1,1,0,1,0,11,1,eléctrica,mixta,69.1,otoño,17.0,428.97,1,23,0.189,81.08,moderate
casa,141.8,5,1,56.0,average,e,0,6,1,17.3,3891.7,4,2,5,8,1,0,24,1,gas,led,64.0,otoño,13.2,771.21,1,17,0.157,121.08,moderate
casa,88.2,6,5,46.0,poor,d,0,5,0,16.8,2369.79,0,1,5,8,1,0,22,1,gas,led,61.2,invierno,11.1,748.7,1,18,0.195,146.0,moderate
casa,167.0,2,1,18.0,excellent,e,0,1,1,19.6,921.35,0,1,0,2,1,0,11,0,ninguna,mixta,78.2,otoño,17.0,537.23,1,18,0.174,93.48,inefficient
casa,156.2,2,1,28.0,average,a,0,3,1,23.4,1271.07,2,1,2,3,1,0,16,0,ninguna,led,73.2,otoño,11.3,729.71,1,21,0.159,116.02,moderate
departamento,91.8,1,1,48.0,poor,c,0,2,0,8.0,837.32,0,1,3,2,1,0,10,1,gas,mixta,59.4,primavera,21.9,189.22,1,17,0.189,35.76,moderate
departamento,61.2,4,4,39.0,poor,e,0,6,0,13.3,1379.56,0,1,2,4,1,0,13,1,gas,led,59.1,primavera,13.5,445.43,1,17,0.199,88.64,inefficient
departamento,84.5,2,3,22.0,excellent,b,0,1,0,9.1,3362.76,3,1,0,2,1,0,10,1,eléctrica,led,79.6,invierno,5.6,231.67,1,21,0.193,44.71,efficient
casa,151.7,1,2,38.0,poor,b,0,1,1,22.4,1369.48,1,1,3,2,1,0,13,0,ninguna,mixta,79.4,otoño,15.2,774.02,1,19,0.168,130.04,inefficient
departamento,63.7,2,1,35.0,poor,b,0,2,0,14.1,588.88,0,1,2,6,1,0,15,1,gas,led,69.3,primavera,21.9,267.69,1,13,0.155,41.49,moderate
casa,164.8,3,1,9.0,average,b,0,4,1,13.9,1169.46,1,2,4,8,1,1,23,1,eléctrica,mixta,59.5,invierno,11.1,1246.69,1,18,0.174,216.92,moderate
casa,116.7,2,2,28.0,excellent,b,0,1,0,10.3,2114.65,3,1,0,0,1,0,14,1,eléctrica,mixta,76.4,otoño,12.3,235.65,1,18,0.173,40.77,efficient
casa,127.7,1,1,4.0,good,b,1,3,0,14.7,1973.32,3,2,4,3,1,1,20,1,eléctrica,led,90.9,invierno,8.1,231.59,1,18,0.209,48.4,efficient
casa,131.0,4,1,16.0,good,d,0,4,0,12.1,760.82,0,1,2,6,1,0,19,0,ninguna,mixta,54.2,primavera,18.7,604.03,1,18,0.196,118.39,moderate
departamento,49.0,4,1,16.0,excellent,d,0,4,0,10.5,729.49,1,1,1,4,1,0,11,1,eléctrica,mixta,72.3,invierno,7.6,329.77,1,19,0.188,62.0,efficient
casa,151.2,5,2,32.0,poor,c,0,3,0,13.5,1203.72,2,2,0,2,1,0,13,1,gas,mixta,61.0,primavera,19.8,357.35,1,15,0.193,68.97,inefficient
departamento,70.0,3,3,29.0,good,a,0,3,0,11.8,550.24,0,1,1,4,1,0,11,1,eléctrica,mixta,66.1,otoño,13.5,369.15,1,21,0.198,73.09,efficient
casa,193.1,4,5,20.0,average,b,0,6,0,10.1,4275.58,2,1,4,7,1,0,19,1,losa radiante,mixta,72.6,verano,29.6,650.51,1,16,0.176,114.49,efficient
casa,141.5,3,1,24.0,excellent,b,0,4,0,12.2,825.58,1,1,5,3,1,0,16,1,eléctrica,mixta,78.6,primavera,19.9,536.48,1,22,0.19,101.93,efficient
departamento,74.5,3,2,51.0,average,b,0,5,0,9.4,478.97,1,1,2,3,1,0,11,1,gas,mixta,52.5,otoño,14.0,334.77,1,21,0.133,44.52,moderate
departamento,53.7,1,2,16.0,poor,c,0,1,1,16.5,666.96,1,1,1,1,1,0,10,0,ninguna,led,68.6,primavera,20.8,222.99,1,20,0.198,44.15,moderate
casa,138.3,4,2,19.0,excellent,a,0,4,1,17.1,2076.33,4,1,2,5,1,0,18,1,eléctrica,led,70.9,otoño,15.5,454.02,1,21,0.22,99.88,efficient
departamento,117.6,1,1,14.0,poor,a,0,1,1,13.9,1345.72,1,1,0,1,1,0,7,1,eléctrica,incandescente,78.6,verano,29.9,411.23,1,18,0.181,74.43,inefficient
casa,205.6,4,1,25.0,excellent,a,0,5,0,8.0,1887.32,3,1,1,2,1,0,14,0,ninguna,incandescente,67.8,verano,34.9,458.25,1,17,0.184,84.32,efficient
departamento,61.7,2,2,21.0,good,b,0,1,1,16.2,1216.27,0,1,0,4,1,0,10,0,ninguna,incandescente,62.3,verano,27.2,574.14,1,18,0.198,113.68,inefficient
departamento,50.3,3,1,56.0,poor,a,0,1,1,18.8,2314.26,1,1,2,3,1,0,16,1,gas,led,69.4,verano,22.8,600.29,1,18,0.159,95.45,inefficient
casa,130.3,4,2,30.0,average,c,0,5,0,12.9,2612.05,0,1,0,3,1,1,10,1,eléctrica,mixta,57.6,invierno,3.5,465.45,1,21,0.188,87.5,moderate
casa,137.7,1,1,34.0,average,c,0,1,1,18.6,3574.37,0,1,2,2,1,1,14,1,gas,led,66.7,primavera,22.2,292.29,1,18,0.148,43.26,moderate
casa,150.7,5,1,43.0,excellent,d,0,2,0,17.0,1905.96,0,1,2,0,1,1,9,1,gas,mixta,45.7,invierno,8.5,463.01,1,17,0.167,77.32,moderate
departamento,76.5,2,2,54.0,average,e,0,2,0,13.4,801.64,0,1,2,0,1,0,11,1,gas,mixta,68.9,otoño,15.1,286.64,1,20,0.169,48.44,moderate
casa,124.9,2,3,12.0,good,e,0,2,0,13.9,694.67,1,1,0,3,1,0,8,1,eléctrica,incandescente,87.4,otoño,15.2,410.12,1,20,0.188,77.1,moderate
departamento,63.4,1,1,8.0,poor,e,0,1,0,10.9,1620.03,0,1,0,1,1,0,6,1,eléctrica,led,71.0,otoño,16.3,109.11,1,23,0.156,17.02,moderate
departamento,54.9,2,4,18.0,poor,c,0,3,0,11.8,2052.04,1,1,4,1,1,0,12,1,eléctrica,mixta,68.0,verano,27.3,438.5,1,19,0.164,71.91,moderate
casa,194.0,7,2,39.0,good,b,0,8,0,12.2,8391.15,5,1,7,4,1,0,25,1,gas,incandescente,84.1,invierno,3.5,719.47,1,20,0.183,131.66,moderate
casa,254.7,8,5,16.0,good,d,0,5,0,12.4,2596.6,3,1,4,6,1,0,21,1,eléctrica,led,89.4,verano,26.2,684.9,1,19,0.169,115.75,efficient
departamento,76.5,2,1,21.0,poor,b,0,1,1,20.1,1099.1,0,2,0,1,1,0,11,1,eléctrica,led,58.6,verano,31.5,300.41,1,21,0.174,52.27,moderate
casa,161.2,2,3,16.0,poor,a,0,2,0,11.7,2406.51,4,1,1,2,1,0,16,1,eléctrica,incandescente,80.7,verano,27.7,1172.69,1,19,0.183,214.6,inefficient
casa,46.8,2,1,26.0,excellent,d,0,3,0,13.4,747.71,1,2,1,2,1,0,7,0,ninguna,mixta,71.8,primavera,19.7,309.31,1,17,0.18,55.68,efficient
casa,88.9,2,1,49.0,poor,e,0,1,0,11.0,1583.42,0,1,0,1,1,0,7,1,gas,mixta,55.8,invierno,7.2,191.68,1,17,0.192,36.8,inefficient
casa,110.6,3,2,43.0,good,e,0,2,1,24.0,1035.79,0,1,3,4,1,0,15,0,ninguna,incandescente,66.5,invierno,6.4,1275.92,1,19,0.158,201.6,inefficient
departamento,69.9,3,1,5.0,excellent,c,0,2,0,12.8,2039.71,0,1,1,2,1,0,6,1,eléctrica,led,68.1,invierno,6.7,283.21,1,17,0.184,52.11,efficient
departamento,54.9,1,2,28.0,excellent,d,0,1,1,23.6,180.66,1,1,0,2,1,0,11,1,eléctrica,led,74.6,verano,28.0,334.48,1,18,0.183,61.21,moderate
casa,109.9,4,4,30.0,good,c,1,5,1,20.7,1176.7,1,2,9,3,1,0,20,1,eléctrica,mixta,75.5,otoño,14.7,707.46,1,15,0.188,133.0,efficient
pequeño comercio,110.2,2,2,10.0,excellent,c,0,2,0,14.9,765.42,0,2,2,2,0,0,10,1,eléctrica,led,69.2,primavera,18.9,297.36,1,19,0.158,46.98,efficient
departamento,51.6,3,2,22.0,poor,e,0,2,0,14.7,529.95,1,1,4,0,1,0,11,1,eléctrica,mixta,48.5,primavera,21.1,320.22,1,18,0.162,51.88,inefficient
casa,91.1,5,5,65.0,good,e,0,3,1,18.5,770.71,2,2,1,2,1,0,14,1,gas,mixta,56.9,verano,23.4,1120.33,1,21,0.181,202.78,inefficient
casa,136.5,4,3,71.0,excellent,e,0,3,1,21.7,2097.46,0,1,1,4,1,0,11,1,gas,incandescente,70.0,primavera,20.8,866.64,1,19,0.212,183.73,inefficient
departamento,76.2,2,1,62.0,average,e,0,1,1,20.5,1330.0,0,1,3,2,1,0,9,1,gas,mixta,62.3,otoño,16.2,269.61,1,18,0.157,42.33,inefficient
casa,86.6,1,3,21.0,poor,b,0,1,1,21.8,660.87,1,1,2,2,1,0,11,0,ninguna,mixta,56.9,primavera,21.0,499.25,1,17,0.179,89.37,inefficient
casa,54.2,2,3,28.0,good,a,0,2,0,14.8,1391.55,0,1,2,1,1,0,11,1,eléctrica,led,77.4,verano,21.1,234.6,1,21,0.179,41.99,efficient
departamento,57.9,2,1,8.0,good,a,0,3,0,14.0,1384.46,0,1,4,0,1,0,9,1,eléctrica,led,72.0,primavera,13.6,183.99,1,20,0.169,31.09,efficient
departamento,54.2,2,2,27.0,poor,d,0,2,0,15.5,2014.56,3,1,1,1,1,0,10,1,eléctrica,led,69.8,primavera,20.8,243.14,1,19,0.193,46.93,moderate
casa,121.6,3,1,34.0,poor,c,0,1,0,18.0,793.2,1,1,1,1,1,0,8,1,gas,mixta,71.1,otoño,11.2,282.13,1,20,0.15,42.32,inefficient
casa,167.1,3,1,2.0,good,a,0,4,0,12.2,5498.57,1,1,7,4,1,1,25,1,losa radiante,led,90.7,otoño,18.1,340.29,1,15,0.157,53.43,efficient
pequeño comercio,78.6,2,1,23.0,excellent,e,0,3,0,17.9,1330.0,2,2,0,3,0,1,14,1,eléctrica,led,53.9,invierno,10.5,364.81,1,20,0.16,58.37,efficient
casa,227.1,2,1,65.0,average,d,1,6,0,8.1,2508.01,2,1,7,5,1,1,22,1,gas,incandescente,52.9,primavera,15.9,314.87,1,17,0.158,49.75,moderate
casa,107.0,7,5,36.0,poor,b,0,8,0,13.6,706.89,0,2,7,7,1,0,21,0,ninguna,mixta,70.5,primavera,20.8,721.94,1,18,0.198,142.94,moderate
casa,86.0,4,2,14.0,good,c,0,2,1,23.8,1700.88,2,1,0,1,1,0,12,1,eléctrica,incandescente,72.2,otoño,17.7,1062.15,1,20,0.17,180.57,inefficient
departamento,65.4,2,1,68.0,poor,e,0,2,1,20.4,224.07,1,1,1,2,1,0,7,1,gas,incandescente,33.6,primavera,17.4,508.59,1,21,0.159,80.87,inefficient
pequeño comercio,346.9,8,5,27.0,poor,d,0,8,0,14.1,1330.0,1,2,5,5,0,1,21,1,eléctrica,incandescente,74.9,invierno,5.8,1560.21,1,18,0.204,318.28,inefficient
casa,145.4,6,2,29.0,average,a,0,6,0,9.2,1602.45,0,1,3,5,1,0,15,1,eléctrica,incandescente,60.7,otoño,19.2,557.0,1,22,0.165,91.9,moderate
casa,95.9,2,2,11.0,excellent,a,0,3,0,11.5,3493.04,1,1,1,1,1,0,8,0,ninguna,mixta,76.4,verano,31.2,321.92,1,19,0.197,63.42,efficient
casa,139.7,5,5,30.0,good,c,0,3,0,12.3,1352.08,1,1,1,2,1,1,14,1,eléctrica,incandescente,80.5,primavera,25.9,585.62,1,14,0.188,110.1,moderate
casa,211.0,5,1,39.0,poor,e,0,4,0,14.4,3932.68,3,2,2,3,1,1,16,1,gas,led,75.9,invierno,9.3,547.41,1,19,0.179,97.99,inefficient
casa,70.1,3,2,9.0,poor,c,0,3,0,9.8,1330.0,1,1,1,1,1,0,9,1,eléctrica,led,68.7,invierno,8.1,407.07,1,15,0.194,78.97,moderate
departamento,60.8,1,1,32.0,excellent,b,0,3,0,12.8,1494.82,0,1,3,3,1,0,15,1,gas,mixta,57.7,invierno,10.3,391.27,1,19,0.152,59.47,efficient
departamento,67.7,3,1,65.0,poor,c,0,1,0,16.4,2321.75,0,1,1,1,1,0,10,1,gas,mixta,38.8,otoño,11.3,322.19,1,14,0.189,60.89,inefficient
pequeño comercio,108.7,1,2,18.0,poor,b,0,2,0,16.2,1621.66,0,2,0,3,0,0,10,1,eléctrica,mixta,59.9,otoño,14.8,405.24,1,19,0.175,70.92,moderate
casa,90.9,3,1,18.0,excellent,a,0,2,0,13.2,1330.0,1,1,2,1,1,0,12,0,ninguna,mixta,66.7,primavera,21.0,338.47,1,19,0.193,65.32,efficient
casa,80.5,3,1,28.0,good,a,0,3,1,19.3,461.85,1,2,4,3,1,0,17,1,eléctrica,incandescente,64.4,otoño,17.1,916.44,1,19,0.185,169.54,moderate
departamento,72.6,1,1,46.0,poor,e,0,1,0,12.5,444.15,1,1,0,0,1,0,9,1,gas,incandescente,66.2,otoño,16.0,313.58,1,21,0.174,54.56,inefficient
casa,69.3,1,5,57.0,average,d,0,3,1,19.1,835.16,0,1,1,3,1,0,14,0,ninguna,mixta,42.7,invierno,9.0,690.7,1,18,0.202,139.52,inefficient
departamento,78.6,2,4,14.0,average,b,0,2,0,17.3,1052.94,0,1,0,1,1,0,6,1,eléctrica,mixta,51.4,invierno,7.1,600.78,1,19,0.2,120.16,moderate
departamento,135.5,3,1,51.0,poor,e,0,2,0,13.4,1396.94,1,1,1,1,1,0,11,1,gas,mixta,67.2,primavera,20.0,394.53,1,19,0.192,75.75,inefficient
pequeño comercio,146.2,3,2,41.0,poor,d,0,7,0,11.2,2033.24,3,2,5,6,0,0,23,0,ninguna,incandescente,58.3,otoño,13.3,834.65,1,17,0.162,135.21,inefficient
casa,216.6,7,1,58.0,poor,a,1,8,1,14.8,2575.87,5,1,5,9,1,0,28,1,gas,incandescente,51.2,otoño,13.7,680.78,1,15,0.202,137.52,moderate
casa,134.2,6,1,15.0,poor,b,0,4,1,13.5,1087.99,1,2,3,5,1,0,18,1,eléctrica,mixta,71.1,verano,24.5,763.23,1,18,0.175,133.57,moderate
pequeño comercio,206.9,7,5,18.0,good,b,0,8,0,12.1,3225.25,1,3,5,7,0,0,21,0,ninguna,led,67.3,otoño,16.9,634.86,1,17,0.183,116.18,efficient
departamento,101.1,4,3,25.0,poor,d,0,1,1,20.1,1155.38,0,1,2,4,1,1,14,1,eléctrica,led,75.9,primavera,23.9,310.25,1,18,0.224,69.5,inefficient
casa,74.3,1,1,18.0,good,b,0,2,0,13.9,663.27,1,1,1,1,1,0,12,1,eléctrica,led,60.2,primavera,23.2,225.41,1,19,0.156,35.16,efficient
casa,109.2,2,3,37.0,good,a,0,3,0,12.5,1078.94,2,2,2,4,1,0,15,1,gas,mixta,72.7,primavera,16.2,331.57,1,18,0.195,64.66,efficient
casa,86.5,2,1,18.0,excellent,b,0,2,0,8.5,729.15,0,2,0,2,1,0,9,1,eléctrica,mixta,59.3,verano,27.7,190.79,1,18,0.16,30.53,efficient
departamento,68.3,1,1,29.0,poor,d,0,3,1,19.7,1924.81,1,2,3,2,1,0,13,0,ninguna,led,53.1,otoño,17.6,455.21,1,20,0.188,85.58,moderate
departamento,42.0,1,2,33.0,poor,d,0,1,0,12.8,762.65,1,1,0,1,1,0,6,0,ninguna,led,73.4,otoño,12.7,106.73,1,17,0.179,19.1,moderate
casa,127.3,5,4,38.0,good,a,0,4,0,8.8,1256.87,0,2,3,3,1,0,13,1,gas,incandescente,63.0,invierno,8.6,420.83,1,18,0.176,74.07,efficient
casa,103.9,3,5,12.0,poor,a,0,2,0,15.4,1571.3,0,2,3,1,1,0,17,1,eléctrica,mixta,66.2,invierno,8.0,670.14,1,16,0.223,149.44,moderate
