id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria
2139,Casa,165.0,7,2,8.0,Good,C,True,8,False,14.4,2755.71,3,2,6,7,1,0,26,True,Eléctrica,LED,73.5,Otoño,15.4,357.19,True,16,0.2,71.44,75.0,Efficient
2140,Departamento,61.1,3,1,46.0,Poor,D,False,6,True,21.0,1567.75,0,2,1,6,1,0,19,True,Gas,Incandescente,79.3,Verano,26.6,1332.92,True,18,0.193,257.25,19.1,Inefficient
2141,Departamento,82.2,4,3,29.0,Poor,B,False,2,False,8.0,1010.07,0,2,1,2,1,0,9,True,Eléctrica,LED,62.8,Invierno,10.4,323.15,True,18,0.176,56.87,43.2,Moderate
2142,Departamento,122.3,2,1,15.0,Good,A,False,2,False,16.4,3527.71,2,1,2,1,1,0,10,False,Ninguna,Mixta,66.5,Otoño,12.8,496.63,True,18,0.188,93.37,41.9,Moderate
2143,Departamento,112.1,3,2,,Excellent,A,False,5,False,8.1,483.32,0,2,1,0,1,0,8,True,Eléctrica,Incandescente,73.5,Verano,23.8,275.56,True,16,0.208,57.32,62.2,Efficient
2144,Casa,129.4,3,3,9.0,Excellent,A,False,3,True,16.2,855.91,2,1,2,3,1,0,13,True,Eléctrica,Mixta,71.9,Invierno,7.4,658.2,True,18,0.178,117.16,62.8,Efficient
2145,Casa,76.7,2,1,20.0,Good,E,False,1,False,13.3,1574.1,0,2,1,1,1,0,7,True,Eléctrica,Incandescente,87.7,Primavera,16.1,254.66,True,18,0.185,47.11,26.7,Moderate
2146,Casa,180.2,5,1,8.0,Excellent,B,False,5,False,15.0,3280.4,1,2,1,4,1,0,13,True,Eléctrica,LED,86.2,Primavera,22.8,438.04,True,17,0.182,79.72,76.0,Efficient
2147,Casa,104.6,1,1,25.0,Good,B,False,1,False,12.5,1569.47,0,1,0,0,1,0,7,False,Ninguna,Mixta,61.9,Primavera,20.5,175.18,True,18,0.175,30.66,45.7,Moderate
2148,Casa,200.6,4,4,58.0,Good,E,False,3,True,15.2,4544.71,2,2,2,3,1,1,14,True,Gas,Mixta,48.4,Primavera,20.6,596.7,True,23,0.172,102.63,36.7,Moderate
2149,Casa,75.9,2,1,33.0,Good,B,False,5,False,15.7,2388.12,1,1,4,3,1,0,14,True,Gas,Mixta,70.3,Primavera,19.4,616.46,True,20,0.157,96.78,55.2,Efficient
2150,Departamento,94.8,2,1,49.0,Excellent,E,False,2,True,21.1,1041.68,1,1,2,3,1,0,10,True,Gas,Incandescente,66.1,Otoño,15.7,675.6,True,17,0.179,120.93,22.6,Inefficient
2151,Pequeño Comercio,85.1,3,2,29.0,Poor,A,False,5,False,11.5,778.93,1,3,8,3,0,1,22,True,Eléctrica,Mixta,48.5,Otoño,10.4,671.14,True,16,0.189,126.85,43.0,Moderate
2152,Casa,168.7,6,5,15.0,Good,B,False,8,False,9.8,3012.23,5,2,2,6,1,0,19,False,Ninguna,Mixta,66.3,Invierno,10.6,494.13,True,17,0.19,93.88,58.0,Efficient
2153,Casa,174.5,4,1,19.0,Good,A,True,1,False,11.9,1025.66,1,1,0,1,1,0,8,True,Eléctrica,Mixta,63.4,Invierno,14.7,191.78,True,19,0.165,31.64,66.4,Efficient
2154,Casa,123.2,3,1,24.0,Poor,E,True,4,True,20.8,,1,2,4,3,1,0,14,True,Eléctrica,Mixta,83.5,Verano,26.7,641.67,True,20,0.159,102.03,40.7,Moderate
2155,Casa,58.5,2,3,40.0,Excellent,A,False,4,True,15.4,,0,1,4,1,1,0,12,True,Gas,Mixta,72.5,Primavera,17.6,483.37,True,14,0.188,90.87,76.0,Efficient
2156,Departamento,82.2,3,2,24.0,Average,B,False,1,False,13.6,1520.0,1,1,0,0,1,0,10,False,Ninguna,Mixta,89.7,Verano,24.8,344.26,True,17,0.154,53.02,13.7,Inefficient
2157,Casa,126.7,1,1,39.0,Excellent,B,True,1,True,24.0,833.02,1,1,0,2,1,0,6,True,Gas,Mixta,65.4,Otoño,16.3,193.53,True,18,0.176,34.06,72.5,Efficient
2158,Departamento,81.3,1,1,7.0,Excellent,B,False,3,False,11.6,1096.52,0,2,5,2,1,0,20,True,Eléctrica,Mixta,79.4,Verano,26.6,445.17,True,19,0.14,62.32,65.6,Efficient
2159,Departamento,93.8,1,2,23.0,Excellent,E,False,1,False,14.5,1180.55,0,1,2,0,1,0,10,True,Eléctrica,Mixta,69.9,Invierno,8.5,328.72,True,21,0.162,53.25,35.0,Moderate
2160,Casa,145.7,4,4,19.0,Good,B,False,3,False,13.5,4312.28,3,2,1,1,1,1,12,True,Losa Radiante,LED,76.6,Otoño,14.0,296.46,True,19,0.222,65.81,62.4,Efficient
2161,Casa,183.5,5,5,4.0,Excellent,B,False,6,True,18.9,,3,2,0,4,1,0,13,True,Eléctrica,Mixta,100.0,Verano,30.2,873.36,True,18,0.137,119.65,73.7,Efficient
2162,Casa,62.8,2,1,23.0,Good,B,False,3,False,9.7,1025.89,1,1,2,2,1,1,19,False,Ninguna,LED,61.1,Invierno,5.4,243.8,True,19,0.158,38.52,61.3,Efficient
2163,Casa,107.2,4,2,52.0,Poor,C,False,4,False,12.1,3542.51,3,2,0,3,1,0,11,True,Gas,Mixta,47.4,Primavera,22.6,350.87,True,17,0.175,61.4,25.6,Moderate
2164,Casa,139.9,5,2,51.0,Poor,E,True,8,False,10.5,2263.6,0,2,5,6,1,1,20,True,Gas,Mixta,51.3,Verano,26.6,1305.5677082397583,True,15,0.19,55.76,27.8,Moderate
2165,Casa,96.6,4,1,19.0,Poor,E,False,4,False,14.2,1653.52,1,1,3,5,1,0,17,True,Eléctrica,Mixta,93.1,Verano,24.0,489.51,True,19,0.229,112.1,27.8,Moderate
2166,Casa,284.6,6,4,30.0,Poor,E,False,4,False,8.1,3734.28,4,1,3,6,1,1,22,False,Ninguna,LED,69.6,Otoño,16.6,331.61,True,18,0.218,72.29,32.3,Moderate
2167,Casa,167.0,7,4,33.0,Average,A,False,8,True,,3619.74,0,2,8,9,1,1,24,True,Gas,Mixta,66.6,Invierno,9.2,1451.76,True,20,0.161,233.73,38.8,Moderate
2168,Casa,117.5,3,2,14.0,Good,B,False,2,False,10.1,1217.13,2,1,1,1,1,0,10,True,Eléctrica,Mixta,71.0,Verano,27.9,375.53,True,21,0.181,67.97,59.0,Efficient
2169,Casa,90.1,4,3,21.0,Excellent,A,False,2,False,8.6,759.65,1,2,4,3,1,0,16,True,Eléctrica,Mixta,55.9,Otoño,19.8,263.74,True,20,0.18,47.47,64.4,Efficient
2170,Casa,212.0,8,2,17.0,Good,A,False,8,False,12.1,1743.2,4,2,9,2,1,0,24,True,Eléctrica,Mixta,64.4,Primavera,15.9,849.33,True,21,0.201,170.72,48.7,Moderate
2171,Casa,187.9,6,3,29.0,Poor,B,False,4,True,18.4,2717.44,0,2,2,4,1,0,13,True,Eléctrica,Mixta,60.2,Verano,25.5,699.53,True,17,0.179,125.22,36.9,Moderate
2172,Departamento,78.0,4,1,42.0,Poor,A,False,4,False,10.6,1719.15,1,2,3,2,1,1,13,True,Gas,LED,59.3,Otoño,16.9,243.01,True,19,0.161,39.12,45.6,Moderate
2173,Departamento,59.8,2,1,11.0,Poor,A,False,3,True,17.9,656.88,0,2,0,2,1,0,9,True,Eléctrica,LED,91.0,Primavera,18.1,347.43,True,15,0.218,75.74,48.4,Moderate
2174,Casa,174.7,6,5,37.0,Good,D,False,5,False,8.0,7567.21,2,2,3,8,1,0,23,False,Ninguna,LED,64.1,Invierno,13.0,264.67,True,16,0.168,44.46,52.5,Moderate
2175,Departamento,87.1,5,1,29.0,Poor,A,False,8,True,15.3,1506.02,1,2,6,8,1,0,23,True,Eléctrica,Mixta,62.7,Otoño,18.0,764.79,True,21,0.176,134.6,34.5,Moderate
2176,Departamento,67.0,1,2,12.0,Excellent,A,False,1,True,14.8,986.28,0,1,1,2,1,0,12,True,Eléctrica,LED,76.8,Verano,26.3,275.89,True,19,0.153,42.21,63.1,Efficient
2177,Casa,107.1,1,1,11.0,Good,D,False,1,False,9.6,352.12,1,2,1,0,1,0,11,True,Eléctrica,Mixta,71.9,Verano,29.3,276.1,True,17,0.223,61.57,35.8,Moderate
2178,Casa,147.8,8,5,54.0,Poor,D,False,5,False,8.0,3679.18,1,1,6,0,1,1,17,True,Gas,LED,49.9,Otoño,15.3,242.28,True,20,0.195,47.24,28.4,Moderate
2179,Departamento,50.9,3,2,17.0,Good,A,False,7,False,11.8,594.67,0,2,5,2,1,0,20,True,Eléctrica,Mixta,66.5,Otoño,15.8,613.9,True,22,0.176,108.05,62.7,Efficient
2180,Departamento,84.9,2,4,59.0,Poor,A,False,2,False,22.7,644.47,1,1,0,2,1,0,9,False,Ninguna,Mixta,69.7,Verano,24.5,618.3,True,20,0.224,138.5,32.8,Moderate
2181,Casa,91.4,1,2,36.0,Excellent,A,False,1,False,8.0,1380.28,1,1,0,1,1,0,10,False,Ninguna,Mixta,57.7,Invierno,9.1,137.36,True,20,0.215,29.53,66.1,Efficient
2182,Departamento,61.6,6,1,20.0,Poor,B,False,5,True,22.7,624.23,3,1,2,3,1,0,15,True,Eléctrica,Mixta,63.6,Primavera,24.9,1053.63,True,19,0.214,225.48,23.9,Inefficient
2183,Casa,114.2,2,2,37.0,Excellent,B,False,3,False,12.0,5214.82,4,1,0,2,1,0,13,True,Gas,Mixta,75.2,Primavera,20.4,379.43,True,19,0.179,67.92,63.8,Efficient
2184,Departamento,61.3,2,1,69.0,Poor,C,False,1,True,18.6,1299.05,1,1,0,1,1,0,11,False,Ninguna,Mixta,46.9,Otoño,18.3,397.16,True,17,0.175,69.5,9.0,Inefficient
2185,Casa,196.7,5,4,53.0,Poor,E,True,4,True,16.6,3714.32,1,2,1,4,1,1,12,True,Gas,LED,61.8,Invierno,8.9,263.58,True,20,0.161,42.44,40.4,Moderate
2186,Departamento,86.3,2,1,46.0,Poor,E,False,1,False,17.2,802.13,0,1,1,0,1,0,10,True,Gas,LED,72.8,Primavera,20.3,252.9,True,21,0.198,50.07,21.6,Inefficient
2187,Casa,109.1,5,2,14.0,Excellent,B,False,5,False,10.7,4106.98,5,2,2,3,1,0,20,True,Losa Radiante,Incandescente,79.5,Otoño,17.7,515.9,True,18,0.187,96.47,58.4,Efficient
2188,Casa,169.5,4,5,54.0,Poor,E,False,5,False,15.9,2282.78,2,2,4,3,1,1,16,True,Gas,LED,48.3,Primavera,27.4,631.16,True,13,0.188,118.66,22.4,Inefficient
2189,Departamento,31.3,1,1,7.0,Good,B,False,1,False,10.6,311.22,0,1,0,1,1,0,7,False,Ninguna,LED,79.1,Otoño,17.2,102.67,True,20,0.167,17.15,72.7,Efficient
2190,Departamento,75.3,6,3,20.0,Good,B,False,4,False,11.4,490.1,1,1,2,1,1,0,8,True,Eléctrica,LED,86.3,Verano,26.5,335.35,True,20,0.163,54.66,70.2,Efficient
2191,Casa,109.3,3,3,33.0,Poor,A,False,3,True,19.9,708.73,0,2,1,4,1,0,14,False,Ninguna,LED,42.4,Verano,23.7,513.29,True,19,0.165,84.69,35.9,Moderate
2192,Departamento,68.4,1,1,47.0,Good,E,False,1,False,13.9,1210.77,0,1,0,0,1,0,4,True,Gas,LED,49.6,Otoño,16.6,105.69,True,19,0.167,17.65,42.7,Moderate
2193,Departamento,49.1,2,2,23.0,Good,E,False,2,False,11.4,779.56,0,1,2,3,1,0,11,False,Ninguna,Mixta,73.2,Invierno,5.1,274.92,True,18,0.157,43.16,39.3,Moderate
2194,Casa,182.7,7,5,12.0,Excellent,E,False,5,False,9.0,8633.75,5,1,5,2,1,1,21,True,Losa Radiante,Mixta,88.5,Invierno,9.8,471.59,True,18,0.169,79.7,54.7,Efficient
2195,Casa,89.9,1,1,44.0,Good,D,False,1,True,18.8,799.69,0,1,3,2,1,0,13,True,Gas,Mixta,58.7,Primavera,18.5,543.59,True,19,0.218,118.5,18.9,Inefficient
2196,Departamento,56.7,1,1,13.0,Poor,E,False,1,True,20.8,728.51,1,1,2,1,1,0,7,True,Eléctrica,LED,73.7,Verano,29.2,475.63,True,21,0.171,81.33,0.0,Inefficient
2197,Departamento,55.3,2,1,32.0,Good,A,False,1,False,13.4,717.54,0,1,0,1,1,0,12,True,Gas,LED,81.2,Verano,26.4,198.96,True,18,0.176,35.02,60.9,Efficient
2198,Departamento,103.6,2,1,25.0,Good,E,False,1,False,,830.82,0,1,2,2,1,0,14,True,Eléctrica,Mixta,63.8,Primavera,18.6,164.88,True,18,0.173,28.52,35.0,Moderate
2199,Departamento,56.7,1,1,38.0,Good,B,True,1,True,20.8,2291.13,1,1,1,2,1,0,11,True,Gas,Incandescente,54.6,Verano,31.9,611.53,True,17,0.177,108.24,25.8,Moderate
2200,Departamento,45.6,3,1,8.0,Good,B,False,2,True,24.0,696.16,0,1,0,3,1,0,10,True,Eléctrica,LED,82.9,Otoño,14.0,487.29,True,19,0.17,82.84,54.4,Efficient
2201,Casa,97.2,5,3,15.0,Poor,A,False,3,True,17.7,3289.15,4,1,4,2,1,0,15,True,Eléctrica,LED,84.1,Invierno,7.9,621.74,True,17,0.185,115.02,48.9,Moderate
2202,Casa,111.5,2,1,48.0,Good,B,False,1,False,10.3,1724.85,2,1,1,0,1,0,9,False,Ninguna,LED,48.4,Otoño,17.6,132.4,True,17,0.188,24.89,55.4,Efficient
2203,Casa,101.0,3,4,40.0,Good,E,True,3,True,21.5,1107.33,0,1,1,1,1,0,10,False,Ninguna,Mixta,,Verano,32.7,363.2,True,18,0.177,64.29,53.4,Efficient
2204,Departamento,34.7,2,4,29.0,Poor,D,False,1,True,19.5,1029.92,0,1,2,1,1,0,7,True,Eléctrica,LED,45.3,Invierno,10.8,505.19,True,21,0.173,87.4,0.0,Inefficient
2205,Casa,142.6,3,2,37.0,Poor,D,False,5,False,17.0,5936.05,5,1,6,7,1,1,26,True,Gas,Mixta,64.7,Verano,23.2,1466.57,True,20,0.147,215.59,9.8,Inefficient
2206,Departamento,64.9,2,1,,Good,A,False,1,False,17.2,819.84,2,1,0,5,1,0,11,True,Eléctrica,Mixta,60.1,Invierno,12.8,480.23,True,18,0.186,89.32,37.5,Moderate
2207,Casa,106.7,5,1,7.0,Excellent,A,True,4,False,,575.37,1,1,2,5,1,0,17,True,Eléctrica,LED,,Invierno,10.2,371.93,True,21,0.195,72.53,93.7,Efficient
2208,Casa,93.7,2,1,40.0,Poor,C,False,4,True,21.2,1321.27,0,1,2,4,1,0,9,False,Ninguna,Mixta,65.9,Otoño,12.8,746.88,True,15,0.184,137.43,36.5,Moderate
2209,Departamento,48.0,1,3,46.0,Average,A,False,1,False,14.7,900.27,0,1,2,2,1,0,10,True,Gas,LED,71.2,Verano,28.8,178.09,True,15,0.167,29.74,49.2,Moderate
2210,Departamento,74.0,5,4,,Good,A,False,6,False,12.3,1381.75,1,2,5,5,1,0,21,True,Eléctrica,Incandescente,91.7,Primavera,16.3,811.65,True,18,0.177,143.66,66.6,Efficient
2211,Casa,70.4,2,4,14.0,Good,A,False,4,True,20.0,1248.11,0,1,2,2,1,0,12,True,Eléctrica,Mixta,77.3,Verano,26.1,568.5,True,18,0.199,113.13,59.5,Efficient
2212,Departamento,92.5,3,1,,Excellent,A,False,5,False,11.3,664.84,1,2,5,4,1,0,17,True,Eléctrica,Mixta,76.3,Verano,28.0,463.66,True,15,0.15,69.55,77.0,Efficient
2213,Casa,80.2,1,1,43.0,Poor,A,True,1,True,20.2,601.3,1,1,1,3,1,0,12,True,Gas,Incandescente,63.1,Primavera,14.5,269.06,True,18,0.212,57.04,37.8,Moderate
2214,Departamento,51.0,3,3,23.0,Excellent,A,False,3,False,14.5,,0,2,0,1,1,0,12,True,Eléctrica,Mixta,79.7,Verano,28.4,327.78,True,21,0.207,67.85,75.6,Efficient
2215,Casa,109.6,1,1,60.0,Poor,D,False,3,False,18.8,1669.33,0,1,1,0,1,0,9,True,Gas,Mixta,47.9,Verano,26.8,564.23,True,20,0.192,108.33,21.9,Inefficient
2216,Casa,142.4,4,1,61.0,Poor,E,True,4,False,12.5,1952.86,0,2,4,0,1,0,12,True,Gas,Mixta,50.0,Primavera,20.7,321.17,True,17,0.15,48.18,30.0,Moderate
2217,Departamento,79.0,2,2,59.0,Poor,E,False,3,False,12.6,1621.9,0,2,1,4,1,1,12,True,Gas,LED,59.1,Otoño,16.0,274.51,True,19,0.169,46.39,31.0,Moderate
2218,Casa,129.7,4,2,68.0,Poor,E,False,4,False,9.1,3435.89,5,1,2,3,1,0,17,True,Gas,LED,66.6,Verano,28.7,441.38,True,17,0.213,94.01,18.5,Inefficient
2219,Casa,113.4,5,1,7.0,Good,B,True,4,True,,1547.05,1,2,3,5,1,0,20,True,Eléctrica,Mixta,96.6,Primavera,18.1,565.28,True,23,0.162,91.58,77.0,Efficient
2220,Casa,116.1,2,2,67.0,Poor,D,False,2,False,10.7,703.26,0,1,2,2,1,1,13,True,Gas,Incandescente,41.7,Verano,34.0,425.96,True,19,0.192,81.78,8.7,Inefficient
2221,Casa,132.4,2,2,19.0,Excellent,C,False,2,False,8.0,2438.69,0,2,2,1,1,0,13,False,Ninguna,Mixta,85.4,Invierno,7.0,199.5,True,21,0.15,29.92,65.7,Efficient
2222,Casa,77.7,1,1,,Average,B,False,2,False,13.5,912.11,0,1,2,2,1,0,9,True,Eléctrica,Mixta,70.9,Invierno,8.8,488.18,True,16,0.2,97.64,39.4,Moderate
2223,Casa,133.7,3,2,65.0,Average,D,False,1,False,8.0,4260.58,2,1,1,0,1,0,9,True,Gas,LED,57.4,Otoño,14.8,103.84,True,17,0.174,18.07,45.4,Moderate
2224,Casa,198.9,6,5,26.0,Good,A,False,3,True,13.4,2207.73,0,1,2,5,1,0,12,True,Eléctrica,Mixta,75.7,Invierno,12.0,510.98,True,23,0.164,83.8,59.0,Efficient
2225,Departamento,49.1,1,2,17.0,Excellent,B,False,3,False,15.0,746.26,0,1,1,2,1,0,9,True,Eléctrica,Mixta,79.8,Primavera,21.2,422.58,True,20,0.174,73.53,61.6,Efficient
2226,Casa,76.5,2,4,65.0,Poor,E,False,3,True,23.1,1988.22,0,1,1,2,1,0,10,True,Gas,LED,32.6,Verano,25.4,452.01,True,21,0.146,65.99,9.1,Inefficient
2227,Departamento,30.0,2,1,33.0,Excellent,E,False,2,False,14.1,244.8,1,1,0,2,1,0,8,True,Gas,Mixta,66.1,Otoño,16.1,275.63,True,21,0.165,45.48,46.0,Moderate
2228,Casa,275.5,7,5,49.0,Excellent,A,False,7,False,10.4,1475.33,3,2,5,3,1,0,20,True,Gas,Mixta,62.3,Invierno,10.2,637.29,True,20,0.151,96.23,67.2,Efficient
2229,Departamento,93.8,1,1,45.0,Average,E,False,1,False,10.0,1867.62,1,1,2,0,1,0,7,True,Gas,Mixta,71.0,Primavera,21.4,149.82,True,16,0.213,31.91,30.2,Moderate
2230,Departamento,79.2,2,2,46.0,Excellent,B,False,1,False,14.4,1955.6,2,1,0,1,1,0,7,True,Gas,Mixta,,Primavera,25.2,201.57,True,16,0.223,44.95,50.7,Moderate
2231,Casa,86.5,4,1,9.0,Poor,C,True,2,True,24.0,2144.82,0,2,2,1,1,1,8,True,Eléctrica,Mixta,63.4,Primavera,19.0,211.15,True,16,0.209,44.13,41.9,Moderate
2232,Casa,75.2,2,1,27.0,Poor,B,False,1,True,21.7,981.64,1,1,0,2,1,0,16,True,Eléctrica,Mixta,48.6,Primavera,23.3,570.33,True,19,0.187,106.65,3.8,Inefficient
2233,Departamento,50.6,2,3,26.0,Good,A,False,2,True,17.4,824.16,0,2,0,3,1,0,11,False,Ninguna,Mixta,50.2,Primavera,23.3,296.24,True,21,0.223,66.06,58.6,Efficient
2234,Casa,156.3,3,3,59.0,Average,E,False,4,False,11.8,2315.33,1,1,3,2,1,0,11,True,Gas,Incandescente,31.5,Invierno,10.1,632.56,True,20,0.159,100.58,18.4,Inefficient
2235,Departamento,66.9,3,1,44.0,Excellent,D,False,7,False,18.4,1126.22,0,2,10,8,1,0,25,True,Gas,Mixta,58.2,Verano,36.4,941.73,True,20,0.14,131.84,52.7,Efficient
2236,Pequeño Comercio,182.8,7,2,33.0,Poor,C,False,8,False,13.3,1787.11,2,3,7,7,0,0,24,True,Gas,Mixta,56.8,Invierno,8.7,802.66,True,14,0.174,139.66,31.4,Moderate
2237,Casa,85.6,1,1,54.0,Poor,E,False,1,True,19.0,673.65,2,1,0,1,1,1,10,True,Gas,Mixta,55.1,Otoño,15.7,440.02,True,18,0.185,81.4,0.0,Inefficient
2238,Departamento,84.8,2,2,12.0,Poor,A,False,4,True,,1662.56,0,2,4,5,1,0,18,True,Eléctrica,Mixta,50.4,Verano,24.2,582.78,True,19,0.197,114.81,36.7,Moderate
2239,Departamento,99.6,3,1,31.0,Poor,C,False,4,False,9.4,705.63,1,1,2,3,1,0,12,False,Ninguna,Mixta,58.7,Verano,21.9,392.62,True,17,0.197,77.35,22.8,Inefficient
2240,Departamento,46.9,2,1,26.0,Poor,B,False,5,True,20.5,,1,1,6,6,1,0,20,True,Eléctrica,Mixta,77.1,Verano,31.7,1050.33,True,18,0.189,198.51,25.7,Moderate
2241,Casa,113.9,3,1,29.0,Excellent,A,True,4,False,13.1,4265.08,2,1,2,5,1,0,16,True,Losa Radiante,Mixta,64.1,Invierno,9.9,241.11,True,19,0.152,36.65,93.0,Efficient
2242,Pequeño Comercio,60.5,1,1,18.0,Good,C,False,1,False,14.4,913.12,0,2,0,0,0,0,5,True,Eléctrica,Mixta,85.3,Invierno,5.4,242.14,True,19,0.17,41.16,47.6,Moderate
2243,Casa,113.1,4,2,15.0,Good,B,False,5,False,8.2,1605.69,2,2,1,1,1,0,10,True,Eléctrica,Mixta,74.4,Otoño,18.7,242.15,True,17,0.218,52.79,58.8,Efficient
2244,Casa,122.3,3,3,39.0,Average,A,False,3,False,15.6,1641.46,1,1,2,3,1,0,13,False,Ninguna,Mixta,76.0,Invierno,12.2,410.67,True,18,0.183,75.15,55.3,Efficient
2245,Casa,191.8,5,3,47.0,Average,E,False,2,False,9.3,3196.15,4,1,2,2,1,1,16,True,Gas,Mixta,57.6,Primavera,22.9,340.8,True,18,0.208,70.89,25.5,Moderate
2246,Casa,164.0,4,1,48.0,Good,B,False,1,False,15.3,2753.55,2,1,1,0,1,1,9,True,Gas,Mixta,66.7,Otoño,15.5,307.12,True,22,0.21,64.5,38.1,Moderate
2247,Casa,234.7,5,2,57.0,Poor,D,False,2,False,8.0,3487.4,0,1,1,1,1,0,11,True,Gas,Mixta,54.1,Primavera,23.0,242.38,True,17,0.193,46.78,17.3,Inefficient
2248,Casa,123.1,3,1,12.0,Poor,B,False,1,True,23.0,2254.81,0,1,0,2,1,0,8,True,Eléctrica,LED,79.5,Otoño,15.2,385.01,True,19,0.191,73.54,23.7,Inefficient
2249,Casa,78.2,4,5,53.0,Poor,D,False,2,False,9.1,467.88,0,1,3,1,1,0,10,True,Gas,Mixta,45.1,Otoño,9.5,207.57,True,17,0.187,38.82,23.1,Inefficient
2250,Departamento,66.4,1,1,36.0,Poor,B,False,1,False,,1688.75,0,1,2,1,1,0,9,True,Gas,LED,74.4,Invierno,4.3,86.01,True,16,0.17,14.62,35.6,Moderate
2251,Casa,221.3,7,3,47.0,Poor,E,False,8,False,8.7,8236.06,2,1,4,5,1,0,19,False,Ninguna,Mixta,68.7,Invierno,13.3,486.04,True,21,0.182,88.46,20.8,Inefficient
2252,Departamento,69.3,1,3,28.0,Poor,E,False,1,False,14.9,,0,1,0,1,1,0,7,False,Ninguna,Mixta,64.9,Invierno,10.7,239.34,True,20,0.196,46.91,6.2,Inefficient
2253,Casa,68.2,4,2,33.0,Average,D,False,5,False,9.7,1116.05,1,1,2,2,1,0,10,False,Ninguna,LED,,Otoño,19.2,257.91,True,17,0.176,45.39,44.7,Moderate
2254,Pequeño Comercio,87.6,1,1,12.0,Good,A,False,1,False,13.0,1142.54,3,2,1,2,0,0,10,True,Eléctrica,LED,69.6,Verano,24.4,360.39,True,18,0.192,69.19,45.9,Moderate
2255,Casa,96.5,3,1,28.0,Good,B,False,5,False,10.9,983.22,2,1,1,2,1,0,16,True,Eléctrica,LED,69.7,Invierno,11.6,474.78,True,19,0.158,75.02,70.4,Efficient
2256,Casa,135.0,6,4,39.0,Excellent,E,False,4,True,22.3,786.28,2,2,2,5,1,0,13,False,Ninguna,LED,69.8,Primavera,23.4,696.57,True,15,0.162,112.84,60.4,Efficient
2257,Casa,191.2,8,3,61.0,Poor,C,False,8,False,12.2,1758.37,0,2,8,6,1,0,21,True,Gas,LED,49.7,Verano,28.0,490.93,True,18,0.185,90.82,35.8,Moderate
2258,Casa,128.1,1,1,28.0,Poor,B,True,1,False,13.1,1050.99,0,2,0,1,1,1,7,True,Eléctrica,Mixta,63.0,Verano,27.8,93.36,True,20,0.146,13.63,57.5,Efficient
2259,Casa,153.3,2,3,33.0,Good,B,True,3,False,8.9,1911.37,2,1,2,3,1,1,13,True,Gas,Incandescente,67.5,Verano,25.3,300.53,True,18,0.178,53.49,66.3,Efficient
2260,Casa,189.9,7,5,13.0,Good,B,False,4,True,17.0,1975.68,3,1,3,1,1,0,11,True,Eléctrica,LED,72.7,Otoño,9.4,420.49,True,19,0.18,75.69,66.7,Efficient
2261,Casa,65.1,1,2,,Poor,A,False,1,False,9.1,473.69,0,1,0,0,1,0,8,True,Eléctrica,LED,55.1,Otoño,8.9,90.68,True,16,0.164,14.87,50.0,Moderate
2262,Casa,100.2,5,3,18.0,Excellent,A,False,5,True,24.0,2458.9,1,1,3,9,1,0,21,True,Eléctrica,Mixta,63.2,Verano,26.1,1140.95,True,19,0.166,189.4,58.0,Efficient
2263,Pequeño Comercio,160.2,5,3,2.0,Good,A,False,6,False,14.9,1082.53,1,2,3,3,0,0,16,True,Eléctrica,LED,71.0,Invierno,12.9,794.03,True,18,0.17,134.99,70.9,Efficient
2264,Casa,69.1,2,1,54.0,Average,B,False,1,True,24.0,995.34,0,1,1,1,1,0,10,True,Gas,Mixta,46.0,Otoño,21.7,479.94,True,18,0.192,92.15,13.8,Inefficient
2265,Departamento,77.2,3,1,26.0,Average,A,False,4,True,13.7,558.32,1,2,3,5,1,0,18,True,Eléctrica,LED,60.2,Primavera,18.0,479.95,True,20,0.203,97.43,54.7,Efficient
2266,Casa,104.9,6,3,29.0,Good,A,False,5,True,17.3,1818.18,1,2,4,4,1,1,18,True,Eléctrica,LED,71.0,Invierno,7.2,662.29,True,19,0.193,127.82,70.7,Efficient
2267,Casa,70.9,1,3,42.0,Excellent,D,False,1,False,14.2,1111.18,0,1,2,0,1,0,10,True,Gas,Mixta,75.2,Primavera,21.1,283.98,True,21,0.163,46.29,44.8,Moderate
2268,Casa,123.1,8,4,32.0,Good,D,False,6,True,24.0,1398.12,0,2,1,5,1,1,18,False,Ninguna,Mixta,48.1,Primavera,23.6,1279.34,True,20,0.21,268.66,29.9,Moderate
2269,Departamento,48.3,1,1,37.0,Poor,D,False,1,False,11.0,661.78,0,1,0,1,1,1,10,True,Gas,LED,65.0,Otoño,16.4,134.85,True,20,0.174,23.46,31.6,Moderate
2270,Casa,70.3,2,1,23.0,Good,D,False,3,False,14.9,762.96,0,1,4,3,1,0,13,True,Eléctrica,LED,59.1,Otoño,16.4,339.75,True,20,0.2,67.95,56.3,Efficient
